Filename,Measurement_type,Location,Measurement_number,Comments,Party,Boat_motor,Date,Start_time,End_time,Time_zone,Transducer_depth,Mag_declination,Track_ref,Start_bank,GPS_quality,HDOP,Voltage,L_edge_dist,R_edge_dist,L_edge_Qual,R_edge_Qual,Edge_notes,Depth_ref_invalid,Depth_notes,Depth_reference,Track_ref_invalid,Veloc_vector,Veloc_SNR,Width,Area,Veloc_avg,Boat_veloc_avg,Boat_water_ratio,Per_Measured,Keep_or_remove,Final_notes,Quality,Latitude,Longitude,Q,Mat_export
20050103090814,t,ER_1,1,depth sounder ,WD TL,RG,8/14/2018,9:45:58,9:48:04,-6,0.07,14,GPS-VTG,Left,1,1,14.9,1,2,1,1,,,,BT,,,,64.48,292.130249,-0.657,0.614,-0.934550989,75.6,0,,1,58.61723983,-111.6652942,-191.8601485,1
20050103091022,t,ER_1,2,depth sounder ,WD TL,RG,8/14/2018,9:48:06,9:48:22,-6,0.07,14,GPS-VTG,Right,,0,14.8,2,1,0,1,No L edge measurements; R edge 8m drift,,,BT,,,,15.714,56.26298904,0,0.757,65535,0,0,missing data,1,58.61737587,-111.6649622,0,1
20050103091113,t,ER_1,3,depth sounder ,WD TL,RG,8/14/2018,9:48:58,9:49:14,-6,0.07,14,GPS-VTG,Left,,0,14.9,6,2,1,0,No R edge measurememnts; ,,,BT,,,,10.4,1.127535105,0,0.572,65535,0,0,missing data,1,58.61749496,-111.6649533,0,1
20050103091145,,ER_1,4,depth sounder ,WD TL,RG,8/14/2018,9:49:29,9:52:04,-6,0.07,14,GPS-VTG,Left,1,1,14.8,10.39999962,1,1,1,L edge 12m drift,1,,BT,1,2,1,74.105,318.9251709,0.453,0.451,0.995584989,71.9,1,L edge drift and veloc not perfect,2,58.61713298,-111.6651003,144.5898395,1
20050103091422,,ER_1,5,depth sounder ,WD TL,RG,8/14/2018,9:52:07,9:52:34,-6,0.07,14,GPS-VTG,Right,1,1,14.8,1,10.39999962,0,1,L edge no readings;  R edge bathy looks jaggeds,1,`,BT,1,1,0,15.594,6.85071373,0.247,0.15,0.607287449,66.5,0,beam seperation,1,58.61705381,-111.6656824,1.694801871,1
20050103091527,,ER_1,6,depth sounder ,WD TL,RG,8/14/2018,9:53:12,9:55:14,-6,0.07,14,BT,Right,1,1,14.6,2,5,1,1,R esdge 5m drift,1,,BT,0,3,1,71.637,313.957,0.574,0.557,0.970383275,74.9,0,"L edge drifdt;' veloc not perfect, veloc way higher than other transects, even after swithcing track ref to BT",2,58.61721043,-111.6651987,180.067,1
20050103091739,,ER_1,7,depth sounder ,WD TL,RG,8/14/2018,9:55:24,9:57:05,-6,0.07,14,GPS-VTG,Left,1,1,14.6,3,5,1,1,,1,,BT,1,3,1,71.297,315.4557495,0.465,0.691,1.486021505,72.5,1,,3,58.61724988,-111.6651782,146.7285869,1
20050103092127,,PR_2,1,depth sounder ,WD TL,RG,8/14/2018,9:59:12,10:00:43,-6,0.07,14,GPS-VTG,Left,1,1,14.6,6,5,1,0,R edge onjly 2 samplels; L edge 20m drift,1,,BT,1,2,1,17.54,252.063385,-0.026,0.075,-2.884615385,41.8,0,backlwards,1,58.61604545,-111.6663442,-6.498007834,1
20050103092309,,PR_2,2,depth sounder ,WD TL,RG,8/14/2018,10:00:54,10:02:39,-6,0.07,14,GPS-VTG,Right,1,1,14.5,3,10,1,1,R edge 5m drift,1,,BT,1,3,1,58.401,264.9320679,-0.389,0.469,-1.205655527,68.4,0,backlwards,1,58.61605449,-111.6659622,-102.9747125,1
20050103092459,,PR_2,3,depth sounder ,WD TL,RG,8/14/2018,10:02:44,10:03:59,-6,0.07,14,GPS-VTG,Left,1,1,14.6,15,6,1,1,,1,,BT,1,2,1,61.801,295.6624756,-0.36,0.553,-1.536111111,65.6,0,backlwards,1,58.61612879,-111.6657817,-106.3244661,1
20050103092747,,PR_2,4,depth sounder ,WD TL,RG,8/14/2018,10:05:32,10:07:03,-6,0.07,14,GPS-VTG,Right,1,1,14.5,6,6,1,1,R edge 5m drift,1,,BT,0,3,1,49.445,136.702,0.394,0.466,1.182741117,69.9,1,changed track ref from vtg to bt  to improve q; TRAck ref invalid,2.5,58.616587,-111.6635869,53.799,1
20050103092924,,PR_2,5,depth sounder ,WD TL,RG,8/14/2018,10:07:09,10:08:30,-6,0.07,14,GPS-VTG,Left,1,1,14.5,7,3,1,1,,1,,BT,0,2,1,46.074,136.535,0.374,0.483,1.29144385,69.8,1,veloc not [erfect; boat speed fAST; changed track ref from vtg to bt  to improve q; TRAck ref invalid,2,58.61660394,-111.6636912,51.088,1
20050103093324,,PR_3,1,depth sounder ,WD TL,RG,8/14/2018,10:11:09,10:12:17,-6,0.07,14,GPS-VTG,Right,1,1,14.5,6,2,1,1,,1,,BT,0,3,1,39.844,125.234,0.365,0.49,1.342465753,73.1,1,; TRAck ref invalid,2.5,58.61656542,-111.6631141,45.707,1
20050103093435,,PR_3,2,depth sounder ,WD TL,RG,8/14/2018,10:12:20,10:13:29,-6,0.07,14,GPS-VTG,Left,1,1,14.4,2,6,1,1,,1,,BT,0,2,1,43.605,132.417,0.381,0.557,1.461942257,71,1,; TRAck ref invalid,2.5,58.61659362,-111.6633309,50.397,1
20050103135048,,MC_4,1,,TL CG,RG,8/14/2018,14:28:33,14:30:07,-6,0.090000004,14.10000038,BT,Left,1,1,14.8,1,1,1,0,R edge not enough cells for all readings,1,,BT,1,1,1,69.847,276.223877,0.441,0.753,1.707482993,71.6,1,"L edge bad- but only 1m from bank, veloc shows eddy; track ref invalid",1,58.49422264,-111.5099477,121.6848731,1
20050103135226,,MC_4,2,,TL CG,RG,8/14/2018,14:30:10,14:31:49,-6,0.090000004,14.10000038,BT,Right,1,1,14.7,1,1,1,1,,1,,BT,0,1,1,68.003,278.214386,0.45,0.751,1.668888889,73.3,1,veloc shows eddy; track ref invalid,2,58.49426147,-111.5098939,125.3305556,1
20050103135447,t,MC_4,3,,TL CG,RG,8/14/2018,14:32:31,14:33:08,-6,0.090000004,14.10000038,BT,Left,1,1,14.7,999,999,1,0,,,,BT,,,,"2,041.02",4341.904297,0.02,1.206,60.3,6.2,0,,1,58.49428917,-111.5101491,85.80827765,1
20050103140910,,MC_5,1,,TL CG,RG,8/14/2018,14:46:55,14:48:15,-6,0.090000004,14.10000038,BT,Right,1,1,14.6,1,3,1,1,,1,,BT,0,2,1,54.201,198.8303833,0.549,0.803,1.462659381,72.7,1,track ef invalid,2,58.51058779,-111.5205759,109.1214607,1
20050103141033,t,MC_5,2,,TL CG,RG,8/14/2018,14:48:18,14:48:53,-6,0.090000004,14.10000038,BT,Left,1,1,14.6,4,999,1,0,,,,BT,,,,"1,005.68",1948.468384,0.224,0.557,2.486607143,0.5,0,,1,58.51078729,-111.5207564,437.2371804,1
20050103141112,,MC_5,3,,TL CG,RG,8/14/2018,14:48:56,14:50:07,-6,0.090000004,14.10000038,BT,Left,1,1,14.6,4,1,1,1,,1,,BT,1,3,1,53.569,200.9750977,0.571,0.75,1.313485114,71.7,1,edge drift; track ref invalid,3,58.51059039,-111.5205953,114.7375083,1
20050103141247,,MC_5,4,,TL CG,RG,8/14/2018,14:50:32,14:52:06,-6,0.090000004,14.10000038,BT,Right,1,1,14.5,4,6,1,1,R edge 5m drift,1,,BT,0,3,1,55.493,191.1848145,0.575,0.533,0.926956522,71.6,1,edge drift; track ref invalid,2,58.51059868,-111.5205091,109.9423898,1
20050103141424,,MC_5,5,,TL CG,RG,8/14/2018,14:52:09,14:53:35,-6,0.090000004,14.10000038,BT,Left,1,1,14.4,6,3,1,1,R edge 5m drift,1,,BT,1,3,1,55.265,194.4362335,0.574,0.579,1.008710801,69.7,1,,2,58.51062701,-111.5205567,111.6685954,1
20050103143155,,MC_6,1,,TL CG,RG,8/14/2018,15:09:40,15:11:06,-6,0.090000004,14.10000038,BT,Right,1,1,15.6,1,11.39999962,1,1,,1,,BT,0,2,1,45.648,156.3527985,0.611,0.505,0.826513912,74,1,track ef invalid; veloc not perfect,2,58.52463157,-111.5198009,95.53890961,1
20050103143325,,MC_6,2,,TL CG,RG,8/14/2018,15:11:09,15:12:21,-6,0.090000004,14.10000038,BT,Left,1,1,15.6,12.80000019,1,1,1,L edge 4m d'rift,1,,BT,1,3,1,44.328,247.874054,0.576,0.433,0.751736111,35.9,0,"only 35% measured, ejdge drift",2,58.5246462,-111.5197833,142.6910631,1
20050103155024,,MC_7,1,,TL CG,RG,8/14/2018,16:28:09,16:29:57,-6,0.109999999,14.19999981,BT,Right,1,1,15.1,1,2,1,1,,1,,BT,0,2,1,67.02,204.885788,0.545,0.653,1.198165138,75.7,1,veloc not perfect,2,58.54424061,-111.4939924,111.6547531,1
20050103155217,,MC_7,2,,TL CG,RG,8/14/2018,16:30:02,16:31:47,-6,0.109999999,14.19999981,BT,Left,1,1,15.1,1,1,1,1,L edge 1/13 readings has 0 cells.  R edge has bed depth,1,,BT,0,3,1,66.467,208.5917969,0.543,0.622,1.145488029,76.2,1,bad L edge,1,58.54414133,-111.4940922,113.1870553,1
