Filename,Measurement_type,Location,Measurement_number,Comments,Party,Boat_motor,Date,Start_time,End_time,Time_zone,Transducer_depth,Mag_declination,Track_ref,Start_bank,GPS_quality,HDOP,Voltage,L_edge_dist,R_edge_dist,L_edge_Qual,R_edge_Qual,Edge_notes,Depth_ref_invalid,Depth_notes,Depth_reference,Track_ref_invalid,Veloc_vector,Veloc_SNR,Width,Area,Veloc_avg,Boat_veloc_avg,Boat_water_ratio,Per_Measured,Keep_or_remove,Final_notes,Quality,Latitude,Longitude,Q,Mat_export
2.00501E+13,Q,MC_100,1,,TL,RG,8/21/2018,11:17:11,11:19:07,-6,0.090000004,14.10000038,BT,Left,2,1,15.2,1,1,0,1,,1,,BT,0,2,1,73.251,351.9277344,0.302,0.659,2.182119205,71.9,,9 consecutive samples with bad BT,2,58.48015545,-111.4832366,106.3625868,
2.00501E+13,Q,MC_100,2,,TL,RG,8/21/2018,11:19:10,11:21:05,-6,0.090000004,14.10000038,BT,Right,2,1,15.1,1,1,0,1,,1,,BT,0,2,1,73.697,336.4308777,0.321,0.768,2.392523364,73.4,,,2,58.4801771,-111.4832043,107.8596559,
2.00501E+13,Q,EM_100,1,,TL,RG,8/21/2018,11:27:33,11:30:26,-6,0.090000004,14.10000038,BT,Right,2,0,15,1,1,1,1,,1,,BT,0,3,1,124.865,344.2258301,0.463,0.756,1.632829374,75.9,,bottom tracking w/ 0 in the track ref invalid,2.5,58.47807081,-111.4808596,159.4821442,
2.00501E+13,Q,EM_100,2,,TL,RG,8/21/2018,11:30:30,11:33:51,-6,0.090000004,14.10000038,BT,Left,2,1,14.9,1,1,1,0,,1,,BT,0,2,1,119.579,343.511261,0.421,0.637,1.513064133,77.8,,,2,58.47810108,-111.4807999,144.5292869,
2.00501E+13,Q,EM_100,3,,TL,RG,8/21/2018,11:36:30,11:39:20,-6,0.090000004,14.10000038,BT,Right,2,1,14.8,1,1,0,0,,1,,BT,0,3,1,126.481,343.0708923,0.452,0.765,1.692477876,76,,9 consecutive samples with bad BT,2,58.47806556,-111.4808634,155.2092737,
2.00501E+13,Q,EM_100,4,,TL,RG,8/21/2018,11:39:22,11:42:05,-6,0.090000004,14.10000038,BT,Left,2,1,14.8,1,1,1,1,,1,,BT,0,3,1,124.618,348.2678833,0.443,0.779,1.758465011,77.2,,bottom tracking w/ 0 in the track ref invalid,2.5,58.47822148,-111.4807325,154.1173375,
2.00501E+13,Q,EM_101,1,,TL,RG,8/21/2018,11:45:25,11:47:37,-6,0.090000004,14.10000038,BT,Right,2,1,14.8,1,1,1,1,,1,,BT,1,3,1,69.32,128.8453369,0.409,0.572,1.398533007,71.6,,,3,58.47922667,-111.474819,52.71411509,
2.00501E+13,Q,EM_101,2,,TL,RG,8/21/2018,11:47:41,11:49:41,-6,0.090000004,14.10000038,BT,Left,2,1,14.7,1,1,1,1,,1,,BT,0,3,1,76.04,125.9555359,0.393,0.67,1.704834606,71.7,,bottom tracking w/ 0 in the track ref invalid,2.5,58.47929063,-111.4747948,49.50367126,
2.00501E+13,Q,MC_101,1,,TL,RG,8/21/2018,15:47:41,15:49:51,-6,0.090000004,14.10000038,BT,Right,2,1,14.9,1,1,1,0,,1,,BT,0,2,1,67.047,204.9878387,0.54,0.695,1.287037037,76.7,,,2,58.54448977,-111.4941272,110.7550215,
2.00501E+13,Q,MC_101,2,,TL,RG,8/21/2018,15:49:56,15:51:37,-6,0.090000004,14.10000038,BT,Left,2,1,14.8,1,1,1,1,,1,,BT,0,3,1,68.678,209.7483368,0.498,0.767,1.540160643,76.5,,bottom tracking w/ 0 in the track ref invalid,2.5,58.54440912,-111.4942554,104.3544868,
