Filename,Measurement_type,Location,Measurement_number,Comments,Party,Boat_motor,Date,Start_time,End_time,Time_zone,Transducer_depth,Mag_declination,Track_ref,Start_bank,GPS_quality,HDOP,Voltage,L_edge_dist,R_edge_dist,L_edge_Qual,R_edge_Qual,Edge_notes,Depth_ref_invalid,Depth_notes,Depth_reference,Track_ref_invalid,Veloc_vector,Veloc_SNR,Width,Area,Veloc_avg,Boat_veloc_avg,Boat_water_ratio,Per_Measured,Keep_or_remove,Final_notes,Quality,Latitude,Longitude,Q,Mat_export
20180811093805,Q,EM_28,1,upstream of fletcher,TL WD,RG,8/11/2018,9:38:04,9:39:37,-6,0.090000004,14.10000038,GPS-VTG,Left,1,1,15.9,1,1,0,1,,1,,BT,1,3,1,66.332,309.0759277,0.351,0.724,2.062678063,74.2,1,,3,58.56919262,-111.090072,108.4101062,
20180811093940,Q,EM_28,2,upstream of fletcher,TL WD,RG,8/11/2018,9:39:39,9:41:26,-6,0.090000004,14.10000038,GPS-VTG,Right,1,1,15.8,1,1,1,1,,1,,BT,1,2,1,64.912,302.0752563,0.357,0.647,1.81232493,74.6,1,velocity vectors messy at start edge,2,58.5691473,-111.0898912,107.9264966,
20180811094231,aborted,EM_28,3,upstream of fletcher,TL WD,RG,8/11/2018,9:42:31,9:43:04,-6,0.090000004,14.10000038,GPS-VTG,Left,1,1,15.8,999,1,0,0,,,,BT,,,,"1,039.22",3604.297852,0.117,1.154,9.863247863,5.7,,,,58.56953725,-111.0898043,421.141901,
20180811095503,Q,FL_33,1,,TL WD,RG,8/11/2018,9:55:02,9:56:45,-6,0.090000004,14.10000038,GPS-VTG,Right,1,1,15.7,1,1,1,1,,1,,BT,1,3,1,49.675,73.9890976,0.577,0.561,0.972270364,72,1,velocity cells look really nice,3,58.57019384,-111.0557702,42.72617581,
20180811095648,Q,FL_33,2,,TL WD,RG,8/11/2018,9:56:48,9:58:18,-6,0.090000004,14.10000038,GPS-VTG,Left,1,1,15.6,1,1,1,1,,1,,BT,1,3,1,49.572,73.05619812,0.466,0.668,1.433476395,70.7,1,,3,58.57023924,-111.0559349,34.07507986,
20180811095859,Q,FL_33,3,,TL WD,RG,8/11/2018,9:58:59,10:00:52,-6,0.090000004,14.10000038,BT,Right,1,1,15.5,1,1,1,1,,1,,BT,0,2,1,49.905,74.40574646,0.494,0.486,0.983805668,71.5,1,"Better agreement between transects with Bottom Tracking as track reference, despite a couple track ref. invalid points.",2,58.57019502,-111.0557701,36.76934658,
20180811100056,Q,FL_33,4,,TL WD,RG,8/11/2018,10:00:55,10:02:32,-6,0.090000004,14.10000038,BT,Left,1,1,15.5,1,1,1,1,,1,,BT,0,3,1,50.203,75.06916809,0.45,0.592,1.315555556,71.3,1,,2,58.57023624,-111.0559049,33.75429449,
20180811102447,aborted,FL_34,1,,TL WD,RG,8/11/2018,10:24:47,10:25:20,-6,0.090000004,14.10000038,GPS-VTG,Right,1,1,15.4,1,0,1,1,,,,BT,,,,13.638,25.36967468,0.025,0.376,15.04,53,,,,58.52488658,-111.062077,0.633415741,
20180811102545,Q,FL_34,2,,TL WD,RG,8/11/2018,10:25:44,10:27:50,-6,0.090000004,14.10000038,GPS-VTG,Right,1,1,15.3,1,3,1,1,,1,,BT,1,3,1,85.577,191.53125,0.636,0.795,1.25,72.8,1,,3,58.52496904,-111.0627674,121.7214377,
20180811102829,Q,FL_34,3,,TL WD,RG,8/11/2018,10:28:28,10:30:40,-6,0.090000004,14.10000038,GPS-VTG,Left,1,1,15.3,9.800000191,1,1,1,,1,,BT,1,3,1,91.639,178.9935608,0.668,0.64,0.958083832,69.8,1,,3,58.52488369,-111.0627763,119.5446344,
