Filename,Measurement_type,Location,Measurement_number,Comments,Party,Boat_motor,Date,Start_time,End_time,Time_zone,Transducer_depth,Mag_declination,Track_ref,Start_bank,GPS_quality,HDOP,Voltage,L_edge_dist,R_edge_dist,L_edge_Qual,R_edge_Qual,Edge_notes,Depth_ref_invalid,Depth_notes,Depth_reference,Track_ref_invalid,Veloc_vector,Veloc_SNR,Width,Area,Veloc_avg,Boat_veloc_avg,Boat_water_ratio,Per_Measured,Keep_or_remove,Final_notes,Quality,Latitude,Longitude,Q,Mat_export
20050108085025,q,RC21,1,depth sounder logging,WD,RG,8/19/2018,9:28:10,9:30:48,-6,0.079999998,13.94999981,BT,Right,2,1,15,12,10.39999962,1,1,R edge 10m drift,1,,BT,0,2,1,140.3,746.3311768,0.548,0.803,1.465328467,76.5,1,track ref invalid; veloc not perfect; L edge drift,2,58.8132512,-111.2771147,409.197396,x
20050108085306,q,RC21,2,depth sounder logging,WD,RG,8/19/2018,9:30:50,9:33:23,-6,0.079999998,13.94999981,BT,Left,2,1,15,10.39999962,13,1,1,,1,,BT,0,2,1,141.636,769.1398926,0.561,0.819,1.459893048,76.6,1,track ref invalid; veloc not perfect,2,58.81322979,-111.2771756,431.5289481,x
20050108085415,q,RC34,1,depth sounder logging,WD,RG,8/19/2018,9:31:59,9:37:45,-6,0.079999998,13.94999981,BT,Right,2,1,14.3,14,3,1,1,,1,,BT,0,2,1,275.682,1435.025269,0.603,0.786,1.303482587,77.1,1,"track ref inv, veloc not perfect",2,58.76427043,-111.2016142,864.649734,x
20050108090004,q,RC34,2,depth sounder logging,WD,RG,8/19/2018,9:37:49,9:42:37,-6,0.079999998,13.94999981,BT,Left,2,1,14.2,3,14,1,1,,1,,BT,0,3,1,286.86,1540.921875,0.578,0.971,1.679930796,77.8,1,all good except track ref invalid,2.5,58.76473359,-111.2018399,890.0147964,x
20050108090514,q,RC22,1,depth sounder logging,WD,RG,8/19/2018,9:42:58,9:46:36,-6,0.079999998,13.94999981,BT,Right,2,1,15,10.5,12.80000019,1,1,1,1,,BT,0,3,1,144.731,784.1846313,0.55,0.583,1.06,76.3,1,,3,58.80625747,-111.2631755,431.6779366,x
20050108090855,q,RC22,2,depth sounder logging,WD,RG,8/19/2018,9:46:39,9:49:42,-6,0.079999998,13.94999981,BT,Left,2,1,14.9,9,7,1,1,1,1,,BT,1,3,1,139.19,777.586853,0.566,0.706,1.247349823,76.9,1,,3,58.80624637,-111.2633525,440.2954581,x
20050108091729,q,RC23,1,depth sounder logging,WD,RG,8/19/2018,9:55:13,9:57:43,-6,0.079999998,13.94999981,BT,Right,2,1,14.9,7,8,1,1,,1,,BT,1,2,1,101.018,943.7557983,0.437,0.624,1.42791762,75,1,eddy near R bank,2,58.80121903,-111.2550742,412.4903667,x
20050108092001,q,RC23,2,depth sounder logging,WD,RG,8/19/2018,9:57:46,10:00:36,-6,0.079999998,13.94999981,BT,Left,2,1,14.7,9,7,1,1,,1,,BT,0,2,1,106.247,949.619751,0.412,0.579,1.405339806,73.4,1,eddy near R bank; track ref invalid,2,58.80108118,-111.2550092,391.6569742,x
20050108092034,q,RC35,1,depth sounder logging,WD,RG,8/19/2018,9:58:19,10:02:14,-6,0.079999998,13.94999981,BT,Left,2,1,15.2,14.39999962,14,1,1,,1,,BT,1,3,1,225.86,1540.739136,0.578,0.882,1.525951557,77.1,1,,3,58.7467806,-111.198554,891.1600091,x
20050108092432,q,RC24,1,depth sounder logging,WD,RG,8/19/2018,10:02:16,10:03:59,-6,0.079999998,13.94999981,BT,Right,2,1,14.8,7.5,7,1,1,,1,,BT,0,3,1,62.252,111.8448486,0.341,0.543,1.592375367,73,1,track ref invalid,2.5,58.8009601,-111.2515415,38.147169,x
