"","ï..River","ID","Latitude","Longitude","Projection"
"11","Sacramento","t014",4336976.573,591297.959,"UTM 10N"
"12","Sacramento","t015",4338126.054,591594.68,"UTM 10N"
"13","Sacramento","t016",4339086.907,590834.421,"UTM 10N"
"14","Sacramento","t017",4338055.943,588978.375,"UTM 10N"
"15","Sacramento","t018",4339579.775,587517.264,"UTM 10N"
"16","Sacramento","t020",4340629.802,587280.348,"UTM 10N"
