latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_cgvd2013,rcvr_clk_ns
58.71334806666667,-111.15131101666667,193.5843,2.13972,226,2018,222.656,-120.362
58.71334791944445,-111.15131104444447,193.5888,2.13944,226,2018,222.660,-120.468
58.71334796666666,-111.15131119166668,193.5864,2.13917,226,2018,222.658,-120.567
58.713348055555564,-111.15131141944447,193.5862,2.13889,226,2018,222.658,-120.607
58.71334801666668,-111.15131150555557,193.5863,2.13861,226,2018,222.658,-120.739
58.71334798333335,-111.15131109444447,193.5887,2.13833,226,2018,222.660,-120.774
58.7133479138889,-111.15131096666668,193.5926,2.13806,226,2018,222.664,-121.212
58.713348,-111.15131098333335,193.5829,2.13778,226,2018,222.654,-121.400
58.71334768333334,-111.151311475,193.5818,2.13750,226,2018,222.653,-121.564
58.71334768055555,-111.15131130555558,193.581,2.13722,226,2018,222.652,-121.338
58.71334792777778,-111.15131115555558,193.5986,2.13694,226,2018,222.670,-121.128
58.713348,-111.15131093055557,193.5883,2.13667,226,2018,222.660,-120.808
58.71334800833334,-111.15131083055557,193.5838,2.13639,226,2018,222.655,-120.565
58.7133479888889,-111.15131090000001,193.5851,2.13611,226,2018,222.656,-120.453
58.71334808055556,-111.15131090555558,193.5875,2.13583,226,2018,222.659,-120.264
58.71334810277777,-111.15131106944445,193.5895,2.13556,226,2018,222.661,-120.294
58.71334797777778,-111.15131100555557,193.5999,2.13528,226,2018,222.671,-120.311
58.713348044444444,-111.15131108888889,193.602,2.13500,226,2018,222.673,-120.249
58.71334800833334,-111.15131103055558,193.6053,2.13472,226,2018,222.677,-120.007
58.71334800833334,-111.15131100833335,193.6087,2.13444,226,2018,222.680,-119.960
58.71334801111113,-111.15131073333333,193.6081,2.13417,226,2018,222.679,-119.617
58.713348050000015,-111.15131086944444,193.6092,2.13389,226,2018,222.681,-119.528
58.71334800277778,-111.15131096666668,193.6091,2.13361,226,2018,222.680,-119.313
58.71334796388889,-111.15131066388889,193.602,2.13333,226,2018,222.673,-119.427
58.71334796388889,-111.15131085555556,193.6088,2.13306,226,2018,222.680,-118.784
58.71334790555556,-111.15131068888891,193.6046,2.13278,226,2018,222.676,-118.350
58.713347916666685,-111.15131093055557,193.613,2.13250,226,2018,222.684,-117.977
58.71334792777778,-111.15130297222224,193.6202,2.13222,226,2018,222.692,-117.859
58.71334779722223,-111.15127994444447,193.6474,2.13194,226,2018,222.719,-118.085
58.71334679166667,-111.15124285833333,193.5692,2.13167,226,2018,222.641,-118.388
58.71334432222223,-111.15119914166667,193.5879,2.13139,226,2018,222.659,-118.507
58.71333911111111,-111.1511505416667,193.6259,2.13111,226,2018,222.698,-118.190
58.71333113055557,-111.15109764722224,193.6654,2.13083,226,2018,222.737,-117.873
58.71332308333334,-111.15104413055556,193.8148,2.13056,226,2018,222.887,-117.654
58.713315650000006,-111.15098788888888,193.842,2.13028,226,2018,222.914,-117.625
58.71331135833335,-111.15092453333332,193.7306,2.13000,226,2018,222.802,-117.581
58.713309061111126,-111.15085593055558,193.6611,2.12972,226,2018,222.733,-117.734
58.713307963888894,-111.15077919722225,193.4846,2.12944,226,2018,222.557,-117.560
58.71330797777778,-111.1506972388889,193.2686,2.12917,226,2018,222.341,-117.556
58.71330835000002,-111.15060798333334,193.0076,2.12889,226,2018,222.080,-117.623
58.71330853611111,-111.1505112888889,192.7329,2.12861,226,2018,221.805,-117.541
58.71330824166668,-111.15040797222224,192.43,2.12833,226,2018,221.503,-117.826
58.713307797222235,-111.15029931666668,192.1352,2.12806,226,2018,221.208,-118.040
58.713307400000005,-111.15018585833334,191.8211,2.12778,226,2018,220.894,-118.302
58.71330692222223,-111.15006903333335,191.5429,2.12750,226,2018,220.616,-118.139
58.71330691111111,-111.14995162500001,191.2846,2.12722,226,2018,220.358,-118.499
58.71330711666668,-111.14983402222222,191.0464,2.12694,226,2018,220.120,-118.727
58.71330737777778,-111.14971642222224,190.8505,2.12667,226,2018,219.924,-118.543
58.71330663611111,-111.1495976138889,190.6958,2.12639,226,2018,219.769,-118.319
58.71330642222223,-111.14947532500003,190.2917,2.12611,226,2018,219.365,-118.127
58.713305761111116,-111.14935397500001,190.0757,2.12583,226,2018,219.150,-118.205
58.71330560833333,-111.14922859444447,189.745,2.12556,226,2018,218.819,-118.159
58.71330574444445,-111.14909947777778,189.4851,2.12528,226,2018,218.559,-117.987
58.71330572222222,-111.14896740277779,189.3425,2.12500,226,2018,218.417,-117.535
58.71330632500001,-111.14883219444445,189.1345,2.12472,226,2018,218.209,-117.354
