latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_cgvd2013,rcvr_clk_ns
58.712454975,-111.14624355833335,182.2032,1.51417,229,2018,211.280,-126.933
58.71246306666667,-111.14624526666667,182.2082,1.51389,229,2018,211.285,-126.973
58.7124706638889,-111.14624835000002,182.2003,1.51361,229,2018,211.278,-126.898
58.71247765833335,-111.14625206666668,182.2039,1.51333,229,2018,211.281,-126.816
58.71248385833334,-111.14625645555556,182.2116,1.51306,229,2018,211.289,-126.700
58.71248937500002,-111.14626154444446,182.2026,1.51278,229,2018,211.280,-126.820
58.712493861111106,-111.14626696666667,182.2081,1.51250,229,2018,211.285,-127.052
58.71249720277778,-111.1462730666667,182.2057,1.51222,229,2018,211.283,-127.439
58.71249955833334,-111.14627968055558,182.2134,1.51194,229,2018,211.291,-127.439
58.71250055,-111.14628607777779,182.2091,1.51167,229,2018,211.286,-127.133
58.71250049166667,-111.14629132500002,182.2157,1.51139,229,2018,211.293,-126.710
58.71249921111112,-111.1462951777778,182.2169,1.51111,229,2018,211.294,-126.462
58.71249695277779,-111.14629769722224,182.2082,1.51083,229,2018,211.285,-126.664
58.71249343055557,-111.14629910833334,182.2226,1.51056,229,2018,211.300,-126.679
58.712488897222215,-111.14630058333334,182.2115,1.51028,229,2018,211.289,-126.616
58.71248366111113,-111.14630310833336,182.2144,1.51000,229,2018,211.292,-126.802
58.712478041666685,-111.14630722222225,182.2127,1.50972,229,2018,211.290,-127.236
58.712472325,-111.14631340277778,182.2124,1.50944,229,2018,211.290,-127.590
58.712467113888906,-111.14632155277778,182.2046,1.50917,229,2018,211.282,-127.966
58.71246216944445,-111.14633066666667,182.2102,1.50889,229,2018,211.287,-128.178
58.712457955555564,-111.14634117777778,182.2071,1.50861,229,2018,211.284,-127.938
58.71245405000002,-111.14635220000002,182.2043,1.50833,229,2018,211.281,-127.627
58.71245078888889,-111.1463637277778,182.2078,1.50806,229,2018,211.285,-127.252
