Time,05GEX01,05GEX02,05GEX03,05GEX04,05GEX05,05GEX06,05GEX07,05GEX08,05GEX09
7/7/2017 10:25,436.042,435.476,434.277,433.942,433.069,432.1582827,431.439,430.5485,429.628
7/7/2017 10:30,436.04,435.478,434.279,433.944,433.067,432.1578621,431.439,430.548125,429.63
7/7/2017 10:35,436.041,435.478,434.275,433.942,433.067,432.1574415,431.438,430.54775,429.629
7/7/2017 10:40,436.041,435.476,434.276,433.941,433.066,432.1570209,431.441,430.547375,429.628
7/7/2017 10:45,436.036,435.477,434.276,433.941,433.066,432.1566002,431.438,430.547,429.627
7/7/2017 10:50,436.04,435.482,434.275,433.94,433.066,432.1561796,431.438,430.546625,429.626
7/7/2017 10:55,436.039,435.478,434.276,433.941,433.065,432.155759,431.436,430.54625,429.627
7/7/2017 11:00,436.037,435.479,434.275,433.941,433.066,432.1553384,431.435,430.545875,429.626
7/7/2017 11:05,436.041,435.482,434.276,433.938,433.064,432.1549177,431.435,430.5455,429.625
7/7/2017 11:10,436.039,435.444,434.272,433.94,433.064,432.1544971,431.435,430.545125,429.627
7/7/2017 11:15,436.038,435.448,434.272,433.941,433.064,432.1540765,431.436,430.54475,429.624
7/7/2017 11:20,436.036,435.446,434.272,433.94,433.062,432.1536559,431.434,430.544375,429.625
7/7/2017 11:25,436.037,435.446,434.27,433.939,433.064,432.1532352,431.433,430.544,429.624
7/7/2017 11:30,436.036,435.446,434.272,433.939,433.061,432.1528146,431.433,430.543625,429.623
7/7/2017 11:35,436.038,435.447,434.274,433.94,433.063,432.152394,431.433,430.54325,429.622
7/7/2017 11:40,436.039,435.446,434.272,433.94,433.061,432.1519733,431.433,430.542875,429.621
7/7/2017 11:45,436.035,435.445,434.269,433.938,433.061,432.1515527,431.433,430.5425,429.623
7/7/2017 11:50,436.032,435.444,434.273,433.94,433.059,432.1511321,431.433,430.542125,429.623
7/7/2017 11:55,436.039,435.451,434.273,433.938,433.062,432.1507115,431.431,430.54175,429.622
7/7/2017 12:00,436.035,435.455,434.271,433.939,433.057,432.1502908,431.43,430.541375,429.619
7/7/2017 12:05,436.035,435.456,434.267,433.933,433.057,432.1498702,431.43,430.541,429.62
7/7/2017 12:10,436.032,435.454,434.263,433.933,433.057,432.1494496,431.43,430.540625,429.621
7/7/2017 12:15,436.033,435.454,434.268,433.936,433.058,432.149029,431.432,430.54025,429.622
7/7/2017 12:20,436.037,435.454,434.272,433.935,433.056,432.1486083,431.432,430.539875,429.619
7/7/2017 12:25,436.031,435.455,434.268,433.932,433.056,432.1481877,431.43,430.5395,429.621
7/7/2017 12:30,436.033,435.463,434.267,433.932,433.056,432.1477671,431.431,430.539125,429.622
7/7/2017 12:35,436.031,435.463,434.265,433.931,433.056,432.1473465,431.428,430.53875,429.619
7/7/2017 12:40,436.028,435.462,434.265,433.933,433.058,432.1469258,431.431,430.538375,429.62
7/7/2017 12:45,436.029,435.463,434.268,433.93,433.054,432.1465052,431.427,430.538,429.618
7/7/2017 12:50,436.029,435.461,434.263,433.929,433.054,432.1460846,431.43,430.537625,429.617
7/7/2017 12:55,436.029,435.46,434.266,433.929,433.055,432.145664,431.427,430.53725,429.614
7/7/2017 13:00,436.028,435.46,434.263,433.933,433.055,432.1452433,431.426,430.536875,429.615
7/7/2017 13:05,436.028,435.463,434.267,433.931,433.053,432.1448227,431.424,430.5365,429.617
7/7/2017 13:10,436.029,435.462,434.265,433.931,433.053,432.1444021,431.428,430.536125,429.613
7/7/2017 13:15,436.034,435.461,434.265,433.93,433.054,432.1439815,431.428,430.53575,429.614
7/7/2017 13:20,436.028,435.463,434.264,433.928,433.052,432.1435608,431.426,430.535375,429.613
7/7/2017 13:25,436.029,435.465,434.265,433.93,433.054,432.1431402,431.423,430.535,429.611
7/7/2017 13:30,436.024,435.463,434.264,433.93,433.056,432.1427196,431.422,430.534625,429.613
7/7/2017 13:35,436.021,435.464,434.265,433.93,433.053,432.142299,431.423,430.53425,429.618
7/7/2017 13:40,436.025,435.464,434.263,433.928,433.051,432.1418783,431.419,430.533875,429.613
7/7/2017 13:45,436.026,435.464,434.265,433.932,433.051,432.1414577,431.422,430.5335,429.612
7/7/2017 13:50,436.024,435.464,434.264,433.929,433.053,432.1410371,431.419,430.533125,429.609
7/7/2017 13:55,436.022,435.464,434.264,433.929,433.052,432.1406165,431.423,430.53275,429.608
7/7/2017 14:00,436.021,435.464,434.261,433.925,433.049,432.1401958,431.421,430.532375,429.61
7/7/2017 14:05,436.023,435.465,434.257,433.926,433.047,432.1397752,431.418,430.532,429.607
7/7/2017 14:10,436.021,435.467,434.257,433.926,433.045,432.1393546,431.418,430.531625,429.612
7/7/2017 14:15,436.021,435.464,434.253,433.926,433.047,432.138934,431.418,430.53125,429.618
7/7/2017 14:20,436.018,435.462,434.261,433.923,433.046,432.1385133,431.419,430.530875,429.607
7/7/2017 14:25,436.016,435.464,434.256,433.925,433.047,432.1380927,431.419,430.5305,429.607
7/7/2017 14:30,436.021,435.464,434.257,433.923,433.047,432.1376721,431.419,430.530125,429.608
7/7/2017 14:35,436.024,435.463,434.255,433.924,433.047,432.1372514,431.417,430.52975,429.609
7/7/2017 14:40,436.01,435.464,434.257,433.925,433.045,432.1368308,431.419,430.529375,429.608
7/7/2017 14:45,436.014,435.465,434.253,433.923,433.046,432.1364102,431.417,430.529,429.605
7/7/2017 14:50,436.017,435.467,434.254,433.923,433.046,432.1359896,431.415,430.528625,429.609
7/7/2017 14:55,436.021,435.468,434.254,433.921,433.044,432.1355689,431.417,430.52825,429.608
7/7/2017 15:00,436.016,435.467,434.256,433.922,433.046,432.1351483,431.415,430.527875,429.605
7/7/2017 15:05,436.017,435.469,434.257,433.923,433.046,432.1347277,431.412,430.5275,429.601
7/7/2017 15:10,436.017,435.465,434.253,433.923,433.044,432.1343071,431.413,430.527125,429.603
7/7/2017 15:15,436.021,435.467,434.254,433.921,433.046,432.1338864,431.415,430.52675,429.602
7/7/2017 15:20,436.014,435.466,434.252,433.919,433.042,432.1334658,431.415,430.526375,429.602
7/7/2017 15:25,436.02,435.467,434.252,433.919,433.044,432.1330452,431.413,430.526,429.604
7/7/2017 15:30,436.014,435.47,434.252,433.92,433.042,432.1326246,431.412,430.525625,429.6
7/7/2017 15:35,436.019,435.472,434.254,433.918,433.044,432.1322039,431.412,430.52525,429.599
7/7/2017 15:40,436.022,435.469,434.248,433.919,433.04,432.1317833,431.415,430.524875,429.602
7/7/2017 15:45,436.016,435.473,434.248,433.919,433.044,432.1313627,431.411,430.5245,429.603
7/7/2017 15:50,436.022,435.476,434.248,433.918,433.038,432.1309421,431.41,430.524125,429.599
7/7/2017 15:55,436.018,435.472,434.248,433.914,433.038,432.1305214,431.409,430.52375,429.6
7/7/2017 16:00,436.018,435.472,434.248,433.914,433.039,432.1301008,431.411,430.523375,429.598
7/7/2017 16:05,436.011,435.47,434.248,433.916,433.039,432.1296802,431.412,430.523,429.598
7/7/2017 16:10,436.011,435.473,434.243,433.911,433.035,432.1292596,431.41,430.522625,429.597
7/7/2017 16:15,436.016,435.473,434.246,433.913,433.038,432.1288389,431.408,430.52225,429.597
7/7/2017 16:20,436.014,435.472,434.244,433.913,433.038,432.1284183,431.407,430.521875,429.598
7/7/2017 16:25,436.013,435.472,434.246,433.913,433.037,432.1279977,431.408,430.5215,429.598
7/7/2017 16:30,436.011,435.47,434.241,433.913,433.033,432.1275771,431.408,430.521125,429.599
7/7/2017 16:35,436.007,435.473,434.242,433.913,433.036,432.1271564,431.409,430.52075,429.595
7/7/2017 16:40,436.009,435.473,434.242,433.913,433.035,432.1267358,431.41,430.520375,429.599
7/7/2017 16:45,436.008,435.474,434.241,433.911,433.033,432.1263152,431.406,430.52,429.594
7/7/2017 16:50,436.011,435.476,434.244,433.91,433.033,432.1258946,431.408,430.519625,429.598
7/7/2017 16:55,436.008,435.474,434.241,433.911,433.033,432.1254739,431.405,430.51925,429.594
7/7/2017 17:00,436.008,435.473,434.241,433.909,433.031,432.1250533,431.407,430.518875,429.593
7/7/2017 17:05,436.008,435.474,434.239,433.909,433.032,432.1246327,431.406,430.5185,429.595
7/7/2017 17:10,436.007,435.475,434.239,433.907,433.03,432.1242121,431.404,430.518125,429.593
7/7/2017 17:15,436.005,435.473,434.239,433.907,433.03,432.1237914,431.407,430.51775,429.596
7/7/2017 17:20,436.009,435.471,434.24,433.907,433.03,432.1233708,431.408,430.517375,429.595
7/7/2017 17:25,436.006,435.474,434.24,433.906,433.03,432.1229502,431.409,430.517,429.593
7/7/2017 17:30,436.006,435.473,434.237,433.908,433.027,432.1225295,431.405,430.516625,429.594
7/7/2017 17:35,436.004,435.47,434.239,433.906,433.026,432.1221089,431.406,430.51625,429.595
7/7/2017 17:40,436.004,435.471,434.239,433.906,433.03,432.1216883,431.406,430.515875,429.592
7/7/2017 17:45,436.005,435.473,434.237,433.905,433.027,432.1212677,431.407,430.5155,429.591
7/7/2017 17:50,436.005,435.447,434.236,433.906,433.029,432.120847,431.407,430.515125,429.592
7/7/2017 17:55,436.005,435.449,434.235,433.902,433.025,432.1204264,431.406,430.51475,429.59
7/7/2017 18:00,436.008,435.455,434.234,433.903,433.028,432.1200058,431.404,430.514375,429.596
7/7/2017 18:05,436.005,435.454,434.237,433.904,433.029,432.1195852,431.403,430.514,429.589
7/7/2017 18:10,436.005,435.454,434.237,433.903,433.025,432.1191645,431.403,430.513625,429.591
7/7/2017 18:15,436.005,435.455,434.237,433.902,433.026,432.1187439,431.403,430.51325,429.591
7/7/2017 18:20,436.001,435.454,434.236,433.902,433.026,432.1183233,431.401,430.512875,429.589
7/7/2017 18:25,436.002,435.455,434.237,433.903,433.026,432.1179027,431.401,430.5125,429.587
7/7/2017 18:30,436.002,435.454,434.235,433.903,433.028,432.117482,431.404,430.512125,429.591
7/7/2017 18:35,436.002,435.454,434.237,433.906,433.03,432.1170614,431.404,430.51175,429.588
7/7/2017 18:40,436.003,435.457,434.238,433.906,433.029,432.1166408,431.402,430.511375,429.587
7/7/2017 18:45,436.002,435.454,434.237,433.906,433.029,432.1162202,431.403,430.511,429.59
7/7/2017 18:50,436.002,435.457,434.237,433.902,433.026,432.1157995,431.402,430.510625,429.589
7/7/2017 18:55,436.003,435.459,434.235,433.903,433.028,432.1153789,431.402,430.51025,429.586
7/7/2017 19:00,436,435.459,434.238,433.905,433.029,432.1149583,431.401,430.509875,429.586
7/7/2017 19:05,436.001,435.466,434.238,433.903,433.027,432.1145377,431.401,430.5095,429.589
7/7/2017 19:10,435.999,435.463,434.239,433.903,433.024,432.114117,431.402,430.509125,429.583
7/7/2017 19:15,435.999,435.464,434.236,433.901,433.025,432.1136964,431.401,430.50875,429.584
7/7/2017 19:20,435.998,435.464,434.235,433.905,433.025,432.1132758,431.402,430.508375,429.58
7/7/2017 19:25,435.998,435.465,434.236,433.902,433.024,432.1128552,431.402,430.508,429.587
7/7/2017 19:30,435.998,435.465,434.234,433.902,433.023,432.1124345,431.4,430.507625,429.581
7/7/2017 19:35,436.001,435.465,434.236,433.903,433.025,432.1120139,431.399,430.50725,429.583
7/7/2017 19:40,435.999,435.466,434.233,433.9,433.023,432.1115933,431.399,430.506875,429.583
7/7/2017 19:45,435.994,435.461,434.233,433.9,433.021,432.1111727,431.397,430.5065,429.584
7/7/2017 19:50,435.997,435.464,434.236,433.902,433.022,432.110752,431.399,430.506125,429.586
7/7/2017 19:55,435.998,435.465,434.231,433.897,433.02,432.1103314,431.398,430.50575,429.582
7/7/2017 20:00,435.998,435.467,434.232,433.898,433.021,432.1099108,431.399,430.505375,429.583
7/7/2017 20:05,435.996,435.464,434.232,433.898,433.021,432.1094902,431.397,430.505,429.584
7/7/2017 20:10,435.997,435.464,434.23,433.896,433.017,432.1090695,431.398,430.504625,429.583
7/7/2017 20:15,435.998,435.464,434.228,433.894,433.016,432.1086489,431.398,430.50425,429.582
7/7/2017 20:20,435.998,435.465,434.229,433.893,433.015,432.1082283,431.397,430.503875,429.582
7/7/2017 20:25,435.996,435.461,434.229,433.895,433.016,432.1078076,431.397,430.5035,429.581
7/7/2017 20:30,435.996,435.463,434.227,433.895,433.017,432.107387,431.395,430.503125,429.58
7/7/2017 20:35,435.995,435.465,434.229,433.895,433.017,432.1069664,431.399,430.50275,429.584
7/7/2017 20:40,435.995,435.463,434.229,433.895,433.015,432.1065458,431.397,430.502375,429.582
7/7/2017 20:45,435.996,435.468,434.23,433.896,433.014,432.1061251,431.401,430.502,429.583
7/7/2017 20:50,435.997,435.469,434.227,433.894,433.015,432.1057045,431.397,430.501625,429.582
7/7/2017 20:55,435.997,435.47,434.226,433.894,433.013,432.1052839,431.396,430.50125,429.581
7/7/2017 21:00,435.993,435.468,434.228,433.894,433.016,432.1048633,431.395,430.500875,429.582
7/7/2017 21:05,435.998,435.468,434.227,433.893,433.013,432.1044426,431.395,430.5005,429.581
7/7/2017 21:10,435.997,435.47,434.225,433.892,433.014,432.104022,431.396,430.500125,429.58
7/7/2017 21:15,435.996,435.471,434.227,433.892,433.015,432.1036014,431.395,430.49975,429.58
7/7/2017 21:20,436,435.4,434.224,433.889,433.013,432.1031808,431.397,430.499375,429.584
7/7/2017 21:25,435.999,435.403,434.223,433.891,433.01,432.1027601,431.398,430.499,429.582
7/7/2017 21:30,435.997,435.403,434.223,433.889,433.01,432.1023395,431.397,430.498625,429.581
7/7/2017 21:35,435.994,435.406,434.225,433.891,433.013,432.1019189,431.397,430.49825,429.582
7/7/2017 21:40,435.996,435.405,434.223,433.891,433.012,432.1014983,431.395,430.497875,429.58
7/7/2017 21:45,435.996,435.407,434.222,433.889,433.012,432.1010776,431.394,430.4975,429.582
7/7/2017 21:50,435.997,435.409,434.222,433.892,433.012,432.100657,431.392,430.497125,429.58
7/7/2017 21:55,435.998,435.409,434.225,433.893,433.011,432.1002364,431.396,430.49675,429.58
7/7/2017 22:00,435.996,435.408,434.221,433.889,433.01,432.0998158,431.393,430.496375,429.579
7/7/2017 22:05,435.995,435.411,434.224,433.891,433.009,432.0993951,431.392,430.496,429.579
7/7/2017 22:10,435.998,435.413,434.221,433.89,433.01,432.0989745,431.39,430.495625,429.579
7/7/2017 22:15,435.992,435.412,434.223,433.89,433.009,432.0985539,431.394,430.49525,429.58
7/7/2017 22:20,435.995,435.414,434.224,433.89,433.01,432.0981333,431.391,430.494875,429.577
7/7/2017 22:25,435.994,435.416,434.221,433.887,433.008,432.0977126,431.39,430.4945,429.575
7/7/2017 22:30,435.994,435.416,434.219,433.886,433.005,432.097292,431.39,430.494125,429.576
7/7/2017 22:35,435.992,435.415,434.221,433.887,433.005,432.0968714,431.39,430.49375,429.576
7/7/2017 22:40,435.994,435.416,434.221,433.888,433.007,432.0964508,431.39,430.493375,429.574
7/7/2017 22:45,435.993,435.416,434.218,433.885,433.004,432.0960301,431.388,430.493,429.573
7/7/2017 22:50,435.991,435.417,434.219,433.886,433.006,432.0956095,431.389,430.492625,429.575
7/7/2017 22:55,435.993,435.425,434.218,433.885,433.003,432.0951889,431.388,430.49225,429.577
7/7/2017 23:00,435.992,435.424,434.215,433.885,433.003,432.0947683,431.388,430.491875,429.578
7/7/2017 23:05,435.989,435.423,434.218,433.884,433.005,432.0943476,431.386,430.4915,429.575
7/7/2017 23:10,435.991,435.423,434.217,433.885,433.003,432.093927,431.385,430.491125,429.571
7/7/2017 23:15,435.991,435.425,434.217,433.885,433.005,432.0935064,431.385,430.49075,429.57
7/7/2017 23:20,435.987,435.423,434.217,433.885,433.005,432.0930857,431.385,430.490375,429.57
7/7/2017 23:25,435.987,435.424,434.216,433.884,433.004,432.0926651,431.385,430.49,429.569
7/7/2017 23:30,435.987,435.423,434.216,433.883,433.004,432.0922445,431.386,430.489625,429.568
7/7/2017 23:35,435.988,435.424,434.214,433.881,433,432.0918239,431.384,430.48925,429.571
7/7/2017 23:40,435.991,435.425,434.215,433.883,433.004,432.0914032,431.384,430.488875,429.569
7/7/2017 23:45,435.987,435.427,434.214,433.882,432.996,432.0909826,431.382,430.4885,429.566
7/7/2017 23:50,435.989,435.425,434.213,433.882,433.001,432.090562,431.383,430.488125,429.566
7/7/2017 23:55,435.99,435.427,434.214,433.88,433,432.0901414,431.382,430.48775,429.565
7/8/2017 0:00,435.988,435.427,434.212,433.882,432.999,432.0897207,431.384,430.487375,429.566
7/8/2017 0:05,435.987,435.426,434.215,433.882,433,432.0893001,431.385,430.487,429.567
7/8/2017 0:10,435.985,435.427,434.211,433.877,432.998,432.0888795,431.383,430.486625,429.566
7/8/2017 0:15,435.985,435.427,434.213,433.881,432.998,432.0884589,431.381,430.48625,429.566
7/8/2017 0:20,435.987,435.43,434.212,433.88,432.997,432.0880382,431.38,430.485875,429.563
7/8/2017 0:25,435.987,435.43,434.213,433.88,432.997,432.0876176,431.38,430.4855,429.561
7/8/2017 0:30,435.985,435.428,434.21,433.876,432.996,432.087197,431.38,430.485125,429.565
7/8/2017 0:35,435.985,435.372,434.211,433.879,432.997,432.0867764,431.38,430.48475,429.562
7/8/2017 0:40,435.984,435.373,434.21,433.878,432.997,432.0863557,431.379,430.484375,429.562
7/8/2017 0:45,435.985,435.374,434.21,433.88,432.998,432.0859351,431.379,430.484,429.563
7/8/2017 0:50,435.984,435.374,434.212,433.879,432.997,432.0855145,431.378,430.483625,429.562
7/8/2017 0:55,435.984,435.375,434.209,433.878,433,432.0850939,431.376,430.48325,429.56
7/8/2017 1:00,435.982,435.375,434.209,433.875,432.995,432.0846732,431.378,430.482875,429.564
7/8/2017 1:05,435.982,435.377,434.209,433.876,432.996,432.0842526,431.377,430.4825,429.563
7/8/2017 1:10,435.98,435.377,434.208,433.876,432.995,432.083832,431.376,430.482125,429.557
7/8/2017 1:15,435.98,435.376,434.206,433.875,432.993,432.0834114,431.376,430.48175,429.561
7/8/2017 1:20,435.983,435.376,434.209,433.876,432.994,432.0829907,431.376,430.481375,429.564
7/8/2017 1:25,435.981,435.358,434.209,433.876,432.996,432.0825701,431.376,430.481,429.562
7/8/2017 1:30,435.978,435.362,434.207,433.875,432.996,432.0821495,431.378,430.480625,429.564
7/8/2017 1:35,435.982,435.363,434.207,433.876,432.992,432.0817289,431.374,430.48025,429.562
7/8/2017 1:40,435.977,435.363,434.206,433.875,432.992,432.0813082,431.374,430.479875,429.562
7/8/2017 1:45,435.979,435.361,434.206,433.874,432.989,432.0808876,431.373,430.4795,429.559
7/8/2017 1:50,435.977,435.361,434.206,433.875,432.99,432.080467,431.372,430.479125,429.558
7/8/2017 1:55,435.979,435.362,434.207,433.874,432.993,432.0800463,431.371,430.47875,429.557
7/8/2017 2:00,435.977,435.363,434.206,433.872,432.992,432.0796257,431.372,430.478375,429.558
7/8/2017 2:05,435.976,435.361,434.203,433.872,432.992,432.0792051,431.371,430.478,429.558
7/8/2017 2:10,435.974,435.361,434.203,433.869,432.989,432.0787845,431.37,430.477625,429.557
7/8/2017 2:15,435.978,435.36,434.204,433.873,432.989,432.0783638,431.37,430.47725,429.557
7/8/2017 2:20,435.976,435.36,434.203,433.87,432.989,432.0779432,431.37,430.476875,429.556
7/8/2017 2:25,435.976,435.36,434.2,433.871,432.991,432.0775226,431.373,430.4765,429.555
7/8/2017 2:30,435.975,435.363,434.204,433.871,432.99,432.077102,431.372,430.476125,429.557
7/8/2017 2:35,435.973,435.363,434.202,433.87,432.992,432.0766813,431.367,430.47575,429.55
7/8/2017 2:40,435.977,435.365,434.202,433.872,432.993,432.0762607,431.37,430.475375,429.554
7/8/2017 2:45,435.975,435.366,434.202,433.871,432.988,432.0758401,431.368,430.475,429.551
7/8/2017 2:50,435.973,435.365,434.205,433.872,432.99,432.0754195,431.367,430.474625,429.554
7/8/2017 2:55,435.973,435.366,434.202,433.871,432.986,432.0749988,431.368,430.47425,429.553
7/8/2017 3:00,435.973,435.365,434.205,433.871,432.986,432.0745782,431.369,430.473875,429.553
7/8/2017 3:05,435.97,435.364,434.201,433.872,432.989,432.0741576,431.368,430.4735,429.555
7/8/2017 3:10,435.973,435.367,434.2,433.867,432.985,432.073737,431.37,430.473125,429.552
7/8/2017 3:15,435.973,435.366,434.202,433.87,432.988,432.0733163,431.367,430.47275,429.552
7/8/2017 3:20,435.973,435.365,434.2,433.868,432.985,432.0728957,431.367,430.472375,429.551
7/8/2017 3:25,435.972,435.366,434.202,433.868,432.988,432.0724751,431.366,430.472,429.55
7/8/2017 3:30,435.97,435.365,434.198,433.865,432.985,432.0720545,431.364,430.471625,429.553
7/8/2017 3:35,435.974,435.365,434.199,433.868,432.985,432.0716338,431.364,430.47125,429.549
7/8/2017 3:40,435.972,435.364,434.2,433.867,432.985,432.0712132,431.364,430.470875,429.547
7/8/2017 3:45,435.97,435.363,434.2,433.866,432.985,432.0707926,431.364,430.4705,429.546
7/8/2017 3:50,435.97,435.364,434.199,433.867,432.984,432.070372,431.363,430.470125,429.548
7/8/2017 3:55,435.973,435.365,434.195,433.866,432.985,432.0699513,431.362,430.46975,429.546
7/8/2017 4:00,435.968,435.363,434.197,433.864,432.984,432.0695307,431.362,430.469375,429.541
7/8/2017 4:05,435.967,435.364,434.197,433.862,432.983,432.0691101,431.363,430.469,429.542
7/8/2017 4:10,435.967,435.362,434.196,433.865,432.984,432.0686895,431.363,430.468625,429.541
7/8/2017 4:15,435.968,435.365,434.198,433.864,432.986,432.0682688,431.362,430.46825,429.54
7/8/2017 4:20,435.968,435.365,434.198,433.865,432.986,432.0678482,431.363,430.467875,429.543
7/8/2017 4:25,435.969,435.365,434.195,433.864,432.984,432.0674276,431.364,430.4675,429.542
7/8/2017 4:30,435.967,435.366,434.193,433.863,432.984,432.067007,431.364,430.467125,429.541
7/8/2017 4:35,435.965,435.365,434.196,433.864,432.983,432.0665863,431.364,430.46675,429.541
7/8/2017 4:40,435.964,435.364,434.192,433.861,432.981,432.0661657,431.359,430.466375,429.539
7/8/2017 4:45,435.966,435.365,434.194,433.86,432.981,432.0657451,431.361,430.466,429.539
7/8/2017 4:50,435.963,435.365,434.193,433.863,432.98,432.0653244,431.362,430.465625,429.538
7/8/2017 4:55,435.962,435.363,434.193,433.862,432.979,432.0649038,431.358,430.46525,429.537
7/8/2017 5:00,435.966,435.366,434.194,433.862,432.979,432.0644832,431.36,430.464875,429.54
7/8/2017 5:05,435.965,435.366,434.194,433.86,432.979,432.0640626,431.361,430.4645,429.539
7/8/2017 5:10,435.965,435.366,434.19,433.858,432.979,432.0636419,431.358,430.464125,429.539
7/8/2017 5:15,435.964,435.368,434.189,433.857,432.979,432.0632213,431.358,430.46375,429.541
7/8/2017 5:20,435.964,435.364,434.189,433.857,432.979,432.0628007,431.357,430.463375,429.541
7/8/2017 5:25,435.962,435.363,434.19,433.859,432.979,432.0623801,431.357,430.463,429.541
7/8/2017 5:30,435.962,435.363,434.188,433.856,432.979,432.0619594,431.356,430.462625,429.538
7/8/2017 5:35,435.96,435.367,434.189,433.858,432.979,432.0615388,431.357,430.46225,429.539
7/8/2017 5:40,435.962,435.346,434.189,433.857,432.975,432.0611182,431.357,430.461875,429.537
7/8/2017 5:45,435.96,435.346,434.191,433.857,432.978,432.0606976,431.356,430.4615,429.536
7/8/2017 5:50,435.96,435.348,434.19,433.857,432.978,432.0602769,431.354,430.461125,429.536
7/8/2017 5:55,435.959,435.345,434.189,433.857,432.974,432.0598563,431.353,430.46075,429.535
7/8/2017 6:00,435.958,435.345,434.19,433.857,432.975,432.0594357,431.354,430.460375,429.534
7/8/2017 6:05,435.959,435.346,434.186,433.857,432.975,432.0590151,431.352,430.46,429.53
7/8/2017 6:10,435.96,435.349,434.189,433.855,432.973,432.0585944,431.352,430.459625,429.533
7/8/2017 6:15,435.957,435.347,434.188,433.855,432.974,432.0581738,431.355,430.45925,429.538
7/8/2017 6:20,435.957,435.347,434.188,433.857,432.975,432.0577532,431.35,430.458875,429.534
7/8/2017 6:25,435.957,435.35,434.189,433.859,432.976,432.0573326,431.351,430.4585,429.535
7/8/2017 6:30,435.955,435.347,434.185,433.854,432.973,432.0569119,431.351,430.458125,429.534
7/8/2017 6:35,435.955,435.346,434.184,433.853,432.972,432.0564913,431.351,430.45775,429.534
7/8/2017 6:40,435.953,435.345,434.184,433.854,432.97,432.0560707,431.349,430.457375,429.533
7/8/2017 6:45,435.955,435.347,434.184,433.853,432.974,432.0556501,431.352,430.457,429.533
7/8/2017 6:50,435.952,435.346,434.183,433.85,432.974,432.0552294,431.349,430.456625,429.532
7/8/2017 6:55,435.953,435.348,434.181,433.851,432.97,432.0548088,431.349,430.45625,429.53
7/8/2017 7:00,435.956,435.35,434.182,433.849,432.971,432.0543882,431.349,430.455875,429.529
7/8/2017 7:05,435.953,435.347,434.181,433.847,432.966,432.0539676,431.349,430.4555,429.531
7/8/2017 7:10,435.952,435.347,434.183,433.85,432.97,432.0535469,431.348,430.455125,429.532
7/8/2017 7:15,435.949,435.347,434.184,433.851,432.971,432.0531263,431.352,430.45475,429.534
7/8/2017 7:20,435.951,435.348,434.182,433.85,432.971,432.0527057,431.349,430.454375,429.53
7/8/2017 7:25,435.949,435.349,434.183,433.851,432.969,432.0522851,431.348,430.454,429.53
7/8/2017 7:30,435.95,435.351,434.183,433.849,432.969,432.0518644,431.349,430.453625,429.529
7/8/2017 7:35,435.948,435.346,434.18,433.849,432.966,432.0514438,431.348,430.45325,429.528
7/8/2017 7:40,435.948,435.348,434.179,433.846,432.967,432.0510232,431.348,430.452875,429.528
7/8/2017 7:45,435.95,435.349,434.182,433.847,432.967,432.0506025,431.347,430.4525,429.527
7/8/2017 7:50,435.949,435.345,434.18,433.847,432.966,432.0501819,431.348,430.452125,429.531
7/8/2017 7:55,435.947,435.345,434.177,433.843,432.965,432.0497613,431.347,430.45175,429.527
7/8/2017 8:00,435.946,435.346,434.179,433.846,432.965,432.0493407,431.347,430.451375,429.525
7/8/2017 8:05,435.948,435.348,434.179,433.847,432.966,432.04892,431.346,430.451,429.525
7/8/2017 8:10,435.947,435.345,434.179,433.847,432.963,432.0484994,431.342,430.450625,429.521
7/8/2017 8:15,435.948,435.347,434.178,433.847,432.963,432.0480788,431.344,430.45025,429.523
7/8/2017 8:20,435.945,435.342,434.176,433.844,432.962,432.0476582,431.342,430.449875,429.522
7/8/2017 8:25,435.947,435.347,434.176,433.844,432.963,432.0472375,431.345,430.4495,429.526
7/8/2017 8:30,435.944,435.344,434.175,433.844,432.963,432.0468169,431.342,430.449125,429.523
7/8/2017 8:35,435.947,435.347,434.18,433.845,432.964,432.0463963,431.342,430.44875,429.521
7/8/2017 8:40,435.948,435.345,434.18,433.847,432.965,432.0459757,431.339,430.448375,429.524
7/8/2017 8:45,435.945,435.346,434.176,433.843,432.962,432.045555,431.34,430.448,429.525
7/8/2017 8:50,435.944,435.347,434.179,433.846,432.964,432.0451344,431.34,430.447625,429.522
7/8/2017 8:55,435.942,435.348,434.179,433.846,432.962,432.0447138,431.338,430.44725,429.521
7/8/2017 9:00,435.942,435.332,434.178,433.847,432.966,432.0442932,431.341,430.446875,429.519
7/8/2017 9:05,435.942,435.33,434.177,433.847,432.966,432.0438725,431.341,430.4465,429.519
7/8/2017 9:10,435.943,435.33,434.177,433.845,432.965,432.0434519,431.341,430.446125,429.522
7/8/2017 9:15,435.942,435.332,434.174,433.841,432.962,432.0430313,431.34,430.44575,429.522
7/8/2017 9:20,435.94,435.334,434.175,433.843,432.963,432.0426107,431.342,430.445375,429.524
7/8/2017 9:25,435.941,435.334,434.174,433.842,432.963,432.04219,431.342,430.445,429.523
7/8/2017 9:30,435.944,435.333,434.174,433.84,432.961,432.0417694,431.341,430.444625,429.522
7/8/2017 9:35,435.93,435.335,434.174,433.842,432.962,432.0413488,431.342,430.44425,429.523
7/8/2017 9:40,435.927,435.336,434.172,433.838,432.955,432.0409282,431.342,430.443875,429.521
