latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_cgvd2013,rcvr_clk_ns
58.87752897777777,-111.22707601111111,181.5614,20.69028,212,2019,210.679,-464414.088
58.877528919444444,-111.227076025,181.5623,20.69000,212,2019,210.680,-464413.630
58.87752886944444,-111.22707604166669,181.5582,20.68972,212,2019,210.675,-464413.882
58.87752888333334,-111.22707604166669,181.5834,20.68944,212,2019,210.701,-464413.939
58.87752886666666,-111.22707579444445,181.5642,20.68917,212,2019,210.681,-464413.912
58.87752903333334,-111.22707611944445,181.5798,20.68889,212,2019,210.697,-464413.570
58.87752876944444,-111.2270761972222,181.5865,20.68861,212,2019,210.704,-464413.346
58.87752883611111,-111.22707622777779,181.5813,20.68833,212,2019,210.699,-464413.299
58.87752883888889,-111.2270767138889,181.5825,20.68806,212,2019,210.700,-464413.196
58.87752873888889,-111.22707733333334,181.621,20.68778,212,2019,210.738,-464413.091
58.877528716666674,-111.22707744166668,181.6225,20.68750,212,2019,210.740,-464413.175
58.87752866666667,-111.22707685833332,181.604,20.68722,212,2019,210.721,-464413.088
58.87752877222222,-111.22707727222222,181.6749,20.68694,212,2019,210.792,-464412.779
58.87752874166667,-111.22707724444446,181.6756,20.68667,212,2019,210.793,-464412.872
58.877528627777785,-111.2270774638889,181.6283,20.68639,212,2019,210.746,-464413.119
58.87752875,-111.227076625,181.62,20.68611,212,2019,210.737,-464413.327
58.87752875555556,-111.22707617777779,181.602,20.68583,212,2019,210.719,-464413.615
58.87752875277778,-111.2270762888889,181.5926,20.68556,212,2019,210.710,-464413.853
58.877528716666674,-111.22707628333333,181.5957,20.68528,212,2019,210.713,-464414.066
58.87752872777778,-111.2270762888889,181.5958,20.68500,212,2019,210.713,-464414.271
58.877528725,-111.22707623888888,181.5895,20.68472,212,2019,210.707,-464414.497
58.87752872777778,-111.22707630555556,181.5879,20.68444,212,2019,210.705,-464414.509
58.87752872222222,-111.22707624166668,181.5823,20.68417,212,2019,210.700,-464414.443
58.87752873611111,-111.22707624166668,181.584,20.68389,212,2019,210.701,-464414.408
