latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_cgvd2013,rcvr_clk_ns
58.567840694444456,-111.09184631388888,182.0595,20.47611,219,2019,211.047,16315.439
58.56784065277779,-111.09184630000001,182.0595,20.47583,219,2019,211.047,16315.632
58.56784061666667,-111.09184633611109,182.062,20.47556,219,2019,211.050,16315.920
58.56784065000001,-111.09184633055554,182.0654,20.47528,219,2019,211.053,16316.145
58.56784062500002,-111.09184632499999,182.0651,20.47500,219,2019,211.053,16315.955
58.56784067500001,-111.09184632222222,182.0709,20.47472,219,2019,211.059,16315.885
58.56784063055558,-111.09184632777777,182.0687,20.47444,219,2019,211.057,16315.849
58.567840633333354,-111.09184635000001,182.0791,20.47417,219,2019,211.067,16315.855
58.5678406277778,-111.09184635833333,182.0798,20.47389,219,2019,211.068,16315.774
58.56784062500002,-111.09184639166666,182.0795,20.47361,219,2019,211.067,16315.747
58.56784063055558,-111.09184639166666,182.0815,20.47333,219,2019,211.069,16315.796
58.56784057777778,-111.09184636944444,182.0763,20.47306,219,2019,211.064,16315.714
58.5678405388889,-111.09184631388888,182.07,20.47278,219,2019,211.058,16315.606
58.56784050277779,-111.09184633055554,182.074,20.47250,219,2019,211.062,16315.502
58.56784050000001,-111.09184632777777,182.0784,20.47222,219,2019,211.066,16315.512
58.56784052222225,-111.09184628888886,182.0776,20.47194,219,2019,211.065,16315.588
58.567840508333326,-111.09184629166664,182.0787,20.47167,219,2019,211.067,16315.376
58.56784057777778,-111.09184636944444,182.0813,20.47139,219,2019,211.069,16315.141
58.567840525,-111.09184636111111,182.0845,20.47111,219,2019,211.072,16315.143
58.56784045833332,-111.09184633333332,182.0821,20.47083,219,2019,211.070,16315.194
58.56784052222225,-111.09184629166664,182.0855,20.47056,219,2019,211.073,16315.086
58.56784050000001,-111.09184625833333,182.0767,20.47028,219,2019,211.065,16314.961
58.567840513888896,-111.09184628611108,182.0709,20.47000,219,2019,211.059,16314.876
58.567840533333346,-111.09184625833333,182.0679,20.46972,219,2019,211.056,16315.013
58.56784049444447,-111.09184626666665,182.063,20.46944,219,2019,211.051,16315.252
58.567840466666674,-111.09184627499998,182.0611,20.46917,219,2019,211.049,16315.348
58.567840463888885,-111.09184628888886,182.0594,20.46889,219,2019,211.047,16315.468
58.567840505555566,-111.09184629444445,182.0574,20.46861,219,2019,211.045,16315.676
58.567840477777786,-111.09184626666665,182.062,20.46833,219,2019,211.050,16315.659
58.56784047500001,-111.0918462722222,182.0618,20.46806,219,2019,211.050,16315.511
58.5678405388889,-111.09184623888888,182.0625,20.46778,219,2019,211.050,16315.473
58.56784052777779,-111.09184626388888,182.0639,20.46750,219,2019,211.052,16315.388
58.56784051666668,-111.09184619999999,182.0635,20.46722,219,2019,211.051,16315.196
58.567840541666676,-111.09184611111111,182.054,20.46694,219,2019,211.042,16314.949
58.56784056944444,-111.09184615277776,182.0614,20.46667,219,2019,211.049,16314.817
58.56784055833334,-111.09184616944444,182.0611,20.46639,219,2019,211.049,16314.684
58.567840525,-111.09184614999998,182.0531,20.46611,219,2019,211.041,16314.608
58.56784051944446,-111.091846125,182.0473,20.46583,219,2019,211.035,16314.495
58.5678405638889,-111.09184612777777,182.0497,20.46556,219,2019,211.038,16314.537
58.567840547222225,-111.09184608055557,182.0456,20.46528,219,2019,211.033,16314.827
58.56784055833334,-111.09184612777777,182.0468,20.46500,219,2019,211.035,16315.249
58.56784055277778,-111.09184608888889,182.0488,20.46472,219,2019,211.037,16315.366
58.56784053611112,-111.09184607777777,182.0451,20.46444,219,2019,211.033,16315.574
58.567840477777786,-111.09184607499999,182.04,20.46417,219,2019,211.028,16315.585
58.56784049444447,-111.09184609166667,182.0386,20.46389,219,2019,211.026,16315.515
58.56784045833332,-111.09184609722222,182.0323,20.46361,219,2019,211.020,16315.462
58.56784052222225,-111.09184614444443,182.0409,20.46333,219,2019,211.029,16315.764
58.56784050277779,-111.09184614166665,182.0424,20.46306,219,2019,211.030,16315.966
58.567840505555566,-111.09184613888887,182.0453,20.46278,219,2019,211.033,16315.939
58.56784056944444,-111.09184612777777,182.0543,20.46250,219,2019,211.042,16316.035
58.567840583333336,-111.09184611944444,182.0561,20.46222,219,2019,211.044,16316.127
58.5678406027778,-111.09184611666666,182.0588,20.46194,219,2019,211.047,16315.885
58.567840644444445,-111.09184610277778,182.0732,20.46167,219,2019,211.061,16315.699
58.56784059166667,-111.09184608611109,182.0611,20.46139,219,2019,211.049,16315.251
58.56784057777778,-111.09184606388887,182.0588,20.46111,219,2019,211.047,16314.983
58.56784061666667,-111.09184608888889,182.0755,20.46083,219,2019,211.063,16314.756
58.567840633333354,-111.0918461472222,182.0768,20.46056,219,2019,211.065,16314.756
58.56784065555558,-111.09184615555553,182.0749,20.46028,219,2019,211.063,16314.931
