latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_cgvd2013,rcvr_clk_ns
58.71245514444445,-111.1463777138889,182.7027,1.99583,231,2019,211.780,225655.386
58.712455027777786,-111.14637762500003,182.699,1.99556,231,2019,211.776,225655.518
58.71245510833333,-111.14637760555557,182.7073,1.99528,231,2019,211.784,225655.269
58.71245479722222,-111.1463766638889,182.7088,1.99500,231,2019,211.786,225655.087
58.71245369444444,-111.14636824444443,182.7515,1.99472,231,2019,211.829,225655.245
58.71245249722223,-111.14635454444445,182.7545,1.99444,231,2019,211.832,225655.341
58.712450813888886,-111.1463402638889,182.7478,1.99417,231,2019,211.825,225655.746
58.71244916111112,-111.14632626666669,182.7693,1.99389,231,2019,211.846,225656.140
58.712446483333345,-111.14631213055557,182.7512,1.99361,231,2019,211.828,225656.249
58.71244261666668,-111.14629858055557,182.7616,1.99333,231,2019,211.839,225656.456
58.71243847500002,-111.14628516944447,182.7657,1.99306,231,2019,211.843,225656.508
58.71243258055555,-111.14627278333334,182.7441,1.99278,231,2019,211.821,225656.196
58.71242639722222,-111.14626075833336,182.7526,1.99250,231,2019,211.830,225656.085
58.71241951388889,-111.14624964166667,182.7691,1.99222,231,2019,211.846,225656.276
58.71241127777779,-111.14623963055556,182.7392,1.99194,231,2019,211.816,225656.223
58.712403249999994,-111.14622996111112,182.762,1.99167,231,2019,211.839,225655.805
58.71239436388889,-111.14622140000002,182.7738,1.99139,231,2019,211.851,225655.568
58.71238436944445,-111.14621476944446,182.7557,1.99111,231,2019,211.833,225655.555
58.71237473888889,-111.14620744166669,182.7464,1.99083,231,2019,211.824,225655.707
58.71236374444446,-111.14620210833334,182.7579,1.99056,231,2019,211.835,225655.757
58.71235183055555,-111.14619826944447,182.7454,1.99028,231,2019,211.823,225655.963
58.71233921111112,-111.14619636388889,182.7535,1.99000,231,2019,211.831,225656.226
58.71232575277777,-111.14619588055558,182.7397,1.98972,231,2019,211.817,225656.252
58.71231118611112,-111.14619880555556,182.7551,1.98944,231,2019,211.832,225656.304
58.71229630555557,-111.14620334722224,182.7521,1.98917,231,2019,211.829,225656.483
58.71228136388889,-111.14620897500002,182.7436,1.98889,231,2019,211.821,225656.536
58.71226653055557,-111.14621488888889,182.7471,1.98861,231,2019,211.824,225656.526
58.71225152777778,-111.14622048888891,182.7489,1.98833,231,2019,211.826,225656.330
58.712236375,-111.1462256361111,182.7347,1.98806,231,2019,211.812,225656.156
