"","new_time","2043737","2043851","2093011","2075568"
"1",2019-07-12 10:00:00,210.750616071509,NA,NA,NA
"2",2019-07-12 10:15:00,210.752015111109,NA,NA,NA
"3",2019-07-12 10:30:00,210.747120455109,NA,NA,NA
"4",2019-07-12 10:45:00,210.749962101909,NA,NA,NA
"5",2019-07-12 11:00:00,210.759094665509,210.820557455541,210.824179138252,210.821452738698
"6",2019-07-12 11:15:00,210.761497077109,210.816959867141,210.820581549852,210.817855150298
"7",2019-07-12 11:30:00,210.763884570709,210.822347360741,210.823969043452,210.824242643898
"8",2019-07-12 11:45:00,210.765989914709,210.823452704741,210.825074387452,210.822347987898
"9",2019-07-12 12:00:00,210.772764901909,210.825227691941,210.831849374652,210.829122975098
"10",2019-07-12 12:15:00,210.776113629909,210.827576419941,210.832198102652,210.829471703098
"11",2019-07-12 12:30:00,210.777043598309,210.831506388341,210.833128071052,210.833401671498
"12",2019-07-12 12:45:00,210.779564329909,210.832027119941,210.838648802652,210.835922403098
"13",2019-07-12 13:00:00,210.781342014709,210.830804804741,210.841426487452,210.835700087898
"14",2019-07-12 13:15:00,210.780770971509,210.830233761541,210.837855444252,210.835129044698
"15",2019-07-12 13:30:00,210.790474578309,210.830937368341,210.838559051052,210.838832651498
"16",2019-07-12 13:45:00,210.794292377509,210.825755167541,210.833376850252,210.836650450698
"17",2019-07-12 14:00:00,210.793038121909,210.822500911941,210.832122594652,210.835396195098
"18",2019-07-12 14:15:00,210.799282854709,210.821745644741,210.832367327452,210.832640927898
"19",2019-07-12 14:30:00,210.802254286309,210.818717076341,210.826338759052,210.826612359498
"20",2019-07-12 14:45:00,210.800908930309,210.813371720341,210.823993403052,210.827267003498
"21",2019-07-12 15:00:00,210.802654674709,210.812117464741,210.822739147452,210.823012747898
"22",2019-07-12 15:15:00,210.804289598709,210.808752388741,210.819374071452,210.822647671898
"23",2019-07-12 15:30:00,210.799292970709,210.801755760741,210.814377443452,210.814651043898
"24",2019-07-12 15:45:00,210.803784459509,210.798247249541,210.808868932252,210.812142532698
"25",2019-07-12 16:00:00,210.802490763909,210.795953553941,210.805575236652,210.808848837098
"26",2019-07-12 16:15:00,210.799532227109,210.793995017141,210.807616699852,210.807890300298
"27",2019-07-12 16:30:00,210.798920395109,210.790383185141,210.804004867852,210.804278468298
"28",2019-07-12 16:45:00,210.796908849109,210.790371639141,210.802993321852,210.809266922298
"29",2019-07-12 17:00:00,210.793501635509,210.790964425541,210.804586108252,210.807859708698
"30",2019-07-12 17:15:00,210.793215439509,210.785678229541,210.802299912252,210.805573512698
"31",2019-07-12 17:30:00,210.790327608709,210.782790398741,210.799412081452,210.802685681898
