"","new_time","2091437","2093013","2024014","2093007"
"1",2019-07-13 11:00:00,213.352505652888,213.362765737078,213.388473708697,213.333114818937
"2",2019-07-13 11:15:00,213.355369042888,213.360173625078,213.379926431897,213.342282101737
"3",2019-07-13 11:30:00,213.358776930888,213.357626348278,213.392093714697,213.342100575337
"4",2019-07-13 11:45:00,213.356229654088,213.369793631078,213.385912188297,213.342793984937
"5",2019-07-13 12:00:00,213.368396936888,213.363612104678,213.389605597897,213.348412642137
"6",2019-07-13 12:15:00,213.368215410488,213.370305514278,213.398224255097,213.345202547337
"7",2019-07-13 12:30:00,213.374908820088,213.375924171478,213.392014160297,213.344968011737
"8",2019-07-13 12:45:00,213.377527477288,213.372714076678,213.394779624697,213.348190326937
"9",2019-07-13 13:00:00,213.377317382488,213.375479541078,213.401001939897,213.355322216137
"10",2019-07-13 13:15:00,213.380082846888,213.378701856278,213.402133829097,213.356372527737
"11",2019-07-13 13:30:00,213.380305162088,213.382833745478,213.406184140697,213.346397642937
"12",2019-07-13 13:45:00,213.387437051288,213.386884057078,213.399209255897,213.357247463737
"13",2019-07-13 14:00:00,213.391487362888,213.382909172278,213.413059076697,213.366408595737
"14",2019-07-13 14:15:00,213.381512478088,213.390758993078,213.416220208697,213.361409944537
"15",2019-07-13 14:30:00,213.395362298888,213.402920125078,213.417221557497,213.368082959737
"16",2019-07-13 14:45:00,213.401523430888,213.400921473878,213.420894572697,213.364034671337
"17",2019-07-13 15:00:00,213.405524779688,213.401594489078,213.416846284297,213.368592819737
"18",2019-07-13 15:15:00,213.406197794888,213.400546200678,213.427404432697,213.372653328537
"19",2019-07-13 15:30:00,213.402149506488,213.408104349078,213.425464941497,213.380303251737
"20",2019-07-13 15:45:00,213.412707654888,213.409164857878,213.433114864697,213.376569053337
"21",2019-07-13 16:00:00,213.413768163688,213.416814781078,213.435380666297,213.378039473337
"22",2019-07-13 16:15:00,213.421418086888,213.419080582678,213.433851086297,213.378029276137
"23",2019-07-13 16:30:00,213.423683888488,213.420551002678,213.436840889097,213.379214174537
"24",2019-07-13 16:45:00,213.422154308488,213.423540805478,213.438025787497,213.385775020537
"25",2019-07-13 17:00:00,213.428144111288,213.421725703878,213.441586633497,213.387182234137
"26",2019-07-13 17:15:00,213.426329009688,213.425286549878,213.442993847097,213.385864772137
"27",2019-07-13 17:30:00,213.429889855688,213.429693763478,213.447676385097,213.390027252937
"28",2019-07-13 17:45:00,213.431297069288,213.431376301478,213.451838865897,213.392721336937
"29",2019-07-13 18:00:00,213.438979607288,213.435538782278,213.454532949897,213.395078913337
"30",2019-07-13 18:15:00,213.440142088088,213.438232866278,213.453890526297,213.396435140937
"31",2019-07-13 18:30:00,213.442836172088,213.437590442678,213.458246753897,213.396322971737
"32",2019-07-13 18:45:00,213.445193748488,213.441946670278,213.461134584697,213.399639084937
"33",2019-07-13 19:00:00,213.449549976088,213.444834501078,213.461450697897,213.402231196937
"34",2019-07-13 19:15:00,213.449437806888,213.451150614278,213.464042809897,213.405435140937
"35",2019-07-13 19:30:00,213.452753920088,213.450742726278,213.467246753897,213.409046972937
"36",2019-07-13 19:45:00,213.452346032088,213.450946670278,213.470858585897,213.411832831737
"37",2019-07-13 20:00:00,213.458549976088,213.457558502278,213.473644444697,213.408567704537
"38",2019-07-13 20:15:00,213.462161808088,213.457344361078,213.473379317497,213.415679199337
"39",2019-07-13 20:30:00,213.464947666888,213.460079233878,213.474490812297,213.416413397737
"40",2019-07-13 20:45:00,213.461682539688,213.467190728678,213.478225010697,213.420412723337
"41",2019-07-13 21:00:00,213.468794034488,213.464924927078,213.482224336297,213.424269288137
"42",2019-07-13 21:15:00,213.472528232888,213.468924252678,213.483080901097,213.424779148137
"43",2019-07-13 21:30:00,213.476527558488,213.475780817478,213.486590761097,213.428125852937
"44",2019-07-13 21:45:00,213.480384123288,213.473290677478,213.489937465897,213.424463034937
"45",2019-07-13 22:00:00,213.480893983288,213.476637382278,213.489274647897,213.428798868137
"46",2019-07-13 22:15:00,213.484240688088,213.478974564278,213.493610481097,213.429227150537
"47",2019-07-13 22:30:00,213.489577870088,213.483310397478,213.497038763497,213.432165967337
"48",2019-07-13 22:45:00,213.493913703288,213.486738679878,213.496977580297,213.434992614937
"49",2019-07-13 23:00:00,213.494341985688,213.489677496678,213.496804227897,213.432349516937
"50",2019-07-13 23:15:00,213.497280802488,213.486504144278,213.500161129897,213.435859376937
"51",2019-07-13 23:30:00,213.500107450088,213.495861046278,213.506670989897,213.439359039737
"52",2019-07-13 23:45:00,213.503464352088,213.493370906278,213.504170652697,213.443062646537
"53",2019-07-14 00:00:00,213.506974212088,213.496870569078,213.507874259497,213.447102760937
"54",2019-07-14 00:15:00,213.507473874888,213.500574175878,213.508914373897,213.445285636137
"55",2019-07-14 00:30:00,213.511177481688,213.504614290278,213.513097249097,213.450416850937
"56",2019-07-14 00:45:00,213.512217596088,213.508797165478,213.518228463897,213.452089191737
"57",2019-07-14 01:00:00,213.516400471288,213.510928380278,213.519900804697,213.454006265337
"58",2019-07-14 01:15:00,213.521531686088,213.512600721078,213.524817878297,213.458433873337
"59",2019-07-14 01:30:00,213.526204026888,213.514517794678,213.526245486297,213.456830889737
"60",2019-07-14 01:45:00,213.531121100488,213.518945402678,213.524642502697,213.457442721737
"61",2019-07-14 02:00:00,213.532548708488,213.520342419078,213.525254334697,213.460259172137
"62",2019-07-14 02:15:00,213.533945724888,213.520954251078,213.531070785097,213.460147002937
"63",2019-07-14 02:30:00,213.537557556888,213.523770701478,213.527958615897,213.460004242137
