"","River","ID","Longitude","Latitude","Projection","Year","Start","End","Offset","Time"
"66","Richardson",2024021,484975,6475131,"UTM 12N",2019,"7/13/2019 16:00","8/18/2019 15:00",NA,""
"67","Richardson",2024030,484374,6474261,"UTM 12N",2019,"7/13/2019 16:00","8/18/2019 15:00",NA,""
"68","Richardson",2093022,484807,6473636,"UTM 12N",2019,"7/13/2019 16:00","8/18/2019 15:00",NA,""
"69","Richardson",2024031,485686,6473175,"UTM 12N",2019,"7/13/2019 16:00","8/18/2019 15:00",NA,""
"70","Richardson",2075532,486387,6473116,"UTM 12N",2019,"7/13/2019 17:00","8/18/2019 15:00",NA,""
