"","River","ID","Longitude","Latitude","Projection","Year","Start","End","Offset","Time"
"51","Chilloney's Creek",2084778,483509,6520099,"UTM 12N",2019,"7/11/2019 10:00","8/17/2019 11:00",NA,""
"52","Chilloney's Creek",2012697,482289,6520497,"UTM 12N",2019,"7/11/2019 11:00","8/17/2019 11:00",NA,""
"53","Chilloney's Creek",2024020,481090,6519918,"UTM 12N",2019,"7/11/2019 11:00","8/17/2019 11:00",NA,""
"54","Chilloney's Creek",2024022,480234,6520447,"UTM 12N",2019,"7/11/2019 12:00","8/17/2019 11:00",NA,""
"55","Chilloney's Creek",2024039,489328,6520658,"UTM 12N",2019,"7/11/2019 12:00","8/17/2019 11:00",NA,""
