"","River","ID","Longitude","Latitude","Projection","Year","Start","End","Offset","Time"
"13","Coupe",2024031,468994,6532585,"UTM 12N",2018,"8/6/2018 16:00","9/30/2018 0:00",180.6,"8/6/2018 15:06"
"14","Coupe",2042570,471660,6532912,"UTM 12N",2018,"8/6/2018 16:00","9/30/2018 0:00",180.6,"8/6/2018 15:18"
"15","Coupe",2012683,473594,6532048,"UTM 12N",2018,"8/6/2018 16:00","9/30/2018 0:00",180.6,"8/6/2018 15:28"
"16","Coupe",2075553,475453,6530370,"UTM 12N",2018,"8/6/2018 16:00","9/30/2018 0:00",180.6,"8/6/2018 15:38"
"12","Coupe",2091437,478549,6527471,"UTM 12N",2018,"8/8/2018 11:00","9/29/2018 0:00",182.2,"8/8/2018 10:01"
"11","Coupe",2025655,484108,6524617,"UTM 12N",2018,"8/8/2018 10:00","9/29/2018 0:00",180.7,"8/8/2018 9:26"
