"","River","ID","Longitude","Latitude","Projection","Year","Start","End","Offset","Time"
"45","Rochers",2043737,477375,6539679,"UTM 12N",2018,"8/6/2018 17:00","9/30/2018 0:00",186.2,"8/6/2018 16:20"
"46","Rochers",2075559,481153,6536182,"UTM 12N",2018,"8/6/2018 18:00","9/30/2018 0:00",186.2,"8/6/2018 16:35"
"47","Rochers",2075568,483649,6534254,"UTM 12N",2018,"8/6/2018 18:00","9/30/2018 0:00",186.2,"8/6/2018 16:48"
"44","Rochers",2093013,490315,6531452,"UTM 12N",2018,"8/8/2018 12:00","9/29/2018 0:00",182.5,"8/8/2018 10:59"
"43","Rochers",2093018,488525,6527334,"UTM 12N",2018,"8/8/2018 12:00","9/29/2018 0:00",181.4,"8/8/2018 10:44"
"42","Rochers",2093009,485369,6524911,"UTM 12N",2018,"8/8/2018 11:00","9/29/2018 0:00",177.6,"8/8/2018 10:30"
