"","River","ID","Longitude","Latitude","Projection","Year","Start","End","Offset","Time"
"56","Embarras",2043737,494722,6491897,"UTM 12N",2019,"7/12/2019 10:00","8/18/2019 18:00",NA,""
"57","Embarras",2043851,492459,6491214,"UTM 12N",2019,"7/12/2019 11:00","8/18/2019 18:00",NA,""
"58","Embarras",2012689,490786,6491286,"UTM 12N",2019,"7/12/2019 11:00","8/18/2019 18:00",NA,""
"59","Embarras",2093011,490844,6492137,"UTM 12N",2019,"7/12/2019 11:00","8/18/2019 18:00",NA,""
"60","Embarras",2075568,489496,6491583,"UTM 12N",2019,"7/12/2019 11:00","8/18/2019 18:00",NA,""
