"","River","ID","Longitude","Latitude","Projection","Year","Start","End","Offset","Time"
"61","Limon",2091437,485503,6475660,"UTM 12N",2019,"7/13/2019 11:00","8/18/2019 14:00",NA,""
"62","Limon",2093013,484812,6475335,"UTM 12N",2019,"7/13/2019 11:00","8/18/2019 10:00",NA,""
"63","Limon",2024014,484011,6475012,"UTM 12N",2019,"7/13/2019 11:00","8/18/2019 14:00",NA,""
"64","Limon",2093007,483320,6475511,"UTM 12N",2019,"7/13/2019 11:00","8/18/2019 14:00",NA,""
"65","Limon",2075529,482751,6475637,"UTM 12N",2019,"7/13/2019 12:00","8/18/2019 14:00",NA,""
