Filename,Measurement_type,Location,Measurement_number,Comments,Party,Boat_motor,Date,Start_time,End_time,Time_zone,Transducer_depth,Mag_declination,Track_ref,Start_bank,GPS_quality,HDOP,Voltage,L_edge_dist,R_edge_dist,L_edge_Qual,R_edge_Qual,Edge_notes,Depth_ref_invalid,Depth_notes,Depth_reference,Track_ref_invalid,Veloc_vector,Veloc_SNR,Width,Area,Veloc_avg,Boat_veloc_avg,Boat_water_ratio,Per_Measured,Keep_or_remove,Final_notes,Quality,Latitude,Longitude,Q,Mat_export
2.01908E+13,,Ch08152019-1,1,PT#2,"MH, EE",Roberts new boat,8/15/2019,10:31:38,10:35:08,-6,0.280000001,13.89999962,BT,Left,2,1,10.43,7,7,1,1,,,,VB,,,,78.01,136.1596222,0.004,0.327,81.75,57.3,,,2,58.82442534,-111.3061803,0.5469512,
2.01908E+13,,Ch08152019-1,1,PT#2,"MH, EE",Roberts new boat,8/15/2019,10:35:13,10:38:32,-6,0.280000001,13.89999962,BT,Right,2,1,10.39,7,7,1,1,,,,VB,,,,76.551,138.7057495,0.006,0.344,57.33333333,62.5,,,2,58.82438881,-111.3062042,0.874598566,
2.01908E+13,,Ch08152019-2,1,PT#1,"MH, EE",Roberts new boat,8/15/2019,10:48:55,10:52:39,-6,0.280000001,13.89999962,BT,Right,2,1,10.32,7,11,1,1,,,,VB,,,,73.871,82.50434875,0.016,0.269,16.8125,54.2,,,2,58.82078655,-111.2890854,1.280002033,
2.01908E+13,,Ch08152019-2,1,PT#1,"MH, EE",Roberts new boat,8/15/2019,10:52:43,10:55:32,-6,0.280000001,13.89999962,BT,Left,2,1,10.3,11,8,1,1,,,,VB,,,,72.295,84.78464508,0.027,0.364,13.48148148,58.8,,,2,58.82077256,-111.2889406,2.323630509,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,12:34:08,12:36:25,-6,0.280000001,13.89999962,BT,Left,2,1,10.08,6,3,1,1,,,,VB,,,,102.773,397.7478638,-0.439,0.757,-1.724373576,72.5,,,2,58.64971339,-111.3036006,174.7414298,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,12:36:29,12:39:41,-6,0.280000001,13.89999962,BT,Right,2,1,10.06,3,6,1,1,,,,VB,,,,96.805,405.9186401,-0.417,0.466,-1.117505995,73.4,,,2,58.64984827,-111.3036934,169.1038732,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,12:39:52,13:02:49,-6,0.280000001,13.89999962,BT,Left,2,1,9.95,6,0.01,1,0,,,,VB,,,,233.97,284.7729797,-0.604,0.498,-0.824503311,72.5,,,2,58.64969669,-111.3032803,172.0680298,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,13:04:53,13:07:08,-6,0.280000001,13.89999962,BT,Right,2,1,9.99,5,5,1,1,,,,VB,,,,96.432,466.3150635,0.378,0.827,2.187830688,70.6,,,2,58.650327,-111.312058,176.1772314,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,13:07:13,13:09:35,-6,0.280000001,13.89999962,BT,Left,2,1,9.99,5,5,1,1,,,,VB,,,,111.293,493.0643616,0.362,0.753,2.080110497,71,,,2,58.65033626,-111.3122048,178.2444529,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,13:09:42,13:13:13,-6,0.280000001,13.89999962,BT,Right,2,1,9.98,5,40,1,1,,,,VB,,,,130.469,379.2796936,0.29,0.478,1.648275862,70,,,2,58.6502562,-111.3131262,110.0139644,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,13:21:34,13:24:03,-6,0.280000001,13.89999962,BT,Right,2,1,9.96,4,8,1,0,,,,VB,,,,69.474,208.0980225,0.514,0.465,0.904669261,69.9,,,2,58.64093909,-111.384189,106.9570129,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,13:24:10,13:25:45,-6,0.280000001,13.89999962,BT,Left,2,1,9.93,8,4,1,1,,,,VB,,,,66.418,229.954361,0.483,0.606,1.254658385,70.6,,,2,58.64091666,-111.3847421,111.0160442,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,13:25:56,13:29:04,-6,0.280000001,13.89999962,BT,Right,2,1,9.95,2,5,1,1,,,,VB,,,,64.128,228.6610718,0.45,0.426,0.946666667,68.7,,,2,58.64086967,-111.3850121,102.9076403,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,13:46:35,13:47:50,-6,0.280000001,13.89999962,BT,Right,2,1,9.89,3,7,1,1,,,,VB,,,,46.765,141.6285095,0.289,0.889,3.076124567,67.2,,,1,58.64376292,-111.3314551,40.93594284,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,13:47:57,13:49:12,-6,0.280000001,13.89999962,BT,Left,2,1,9.9,7,6,1,1,,,,VB,,,,61.166,180.542511,0.339,0.653,1.926253687,69.5,,,2,58.64377844,-111.331633,61.26256222,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,13:49:16,13:52:21,-6,0.280000001,13.89999962,BT,Right,2,1,9.91,3,5,1,1,,,,VB,,,,61.03,184.5852509,0.338,0.394,1.165680473,73.8,,,2,58.64358041,-111.3319501,62.39486424,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,14:07:10,14:08:42,-6,0.280000001,13.89999962,BT,Right,2,1,9.89,4,3,1,1,,,,VB,,,,53.381,124.809021,0.298,0.569,1.909395973,68.8,,,2,58.60523024,-111.3711635,37.17416355,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,14:08:45,14:10:03,-6,0.280000001,13.89999962,BT,Left,2,1,9.9,3,4,1,1,,,,VB,,,,40.993,114.093544,0.35,0.456,1.302857143,69.9,,,2,58.60505195,-111.3714004,39.94858541,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,14:10:08,14:12:42,-6,0.280000001,13.89999962,BT,Right,2,1,9.9,4,3,1,1,,,,VB,,,,56.422,127.1745834,0.235,0.49,2.085106383,69.1,,,1,58.60480377,-111.3714828,29.93847063,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,14:31:00,14:33:18,-6,0.280000001,13.89999962,BT,Right,2,1,9.86,4,7,1,1,,,,VB,,,,110.958,504.3064575,0.63,0.739,1.173015873,70.3,,,2,58.65375307,-111.2986927,317.6527185,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,14:33:22,14:36:25,-6,0.280000001,13.89999962,BT,Left,2,1,9.84,5,4,1,1,,,,VB,,,,108.005,503.5095215,0.634,0.568,0.895899054,70.9,,,2,58.65364454,-111.2987115,319.3454687,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,14:36:29,14:40:33,-6,0.280000001,13.89999962,BT,Right,2,1,9.85,4,5,1,1,,,,VB,,,,111.874,510.3362732,0.633,0.736,1.16271722,70.7,,,2,58.65371942,-111.2988143,322.9120378,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,14:52:36,14:55:51,-6,0.280000001,13.89999962,BT,Right,2,1,9.81,4,5,0,1,,,,VB,,,,137.037,549.9888306,0.598,0.711,1.188963211,71.2,,,2,58.67462242,-111.3638991,328.6942108,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,14:56:02,14:58:43,-6,0.280000001,13.89999962,BT,Left,2,1,9.81,5,6,1,1,,,,VB,,,,133.12,551.598938,0.596,0.852,1.429530201,71,,,2,58.67458377,-111.3640469,328.5392425,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,14:58:57,15:03:34,-6,0.280000001,13.89999962,BT,Right,0,1,9.79,6,4,1,1,,,,VB,,,,132.895,564.7854004,0.574,0.626,1.090592334,71.4,,,2,58.67470449,-111.3640546,324.3439104,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,15:37:51,15:41:21,-6,0.280000001,13.89999962,BT,Right,2,1,9.64,6,6,1,1,,,,VB,,,,147.455,495.3719482,0.397,0.809,2.037783375,74.1,,,2,58.68831494,-111.1965399,196.8843941,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,15:41:30,15:45:09,-6,0.280000001,13.89999962,BT,Left,2,1,9.63,10,6,1,1,,,,VB,,,,143.872,488.2094727,0.417,0.803,1.925659472,74.3,,,2,58.68820192,-111.1961548,203.6489936,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,15:45:18,15:50:15,-6,0.280000001,13.89999962,BT,Right,0,1,9.61,6,10,1,1,,,,VB,,,,149.492,497.6950684,0.398,0.738,1.854271357,75,,,2,58.68813802,-111.1964619,198.3288794,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,15:57:18,16:01:33,-6,0.280000001,13.89999962,BT,Right,2,1,9.54,10,6,1,1,,,,VB,,,,259.466,2626.839844,0.633,0.98,1.548183254,77.9,,,2,58.70310063,-111.1989754,1661.510556,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,16:01:38,16:08:57,-6,0.280000001,13.89999962,BT,Left,2,0,9.51,6,10,1,1,,,,VB,,,,264.58,2604.812012,0.635,0.635,1,77.8,,,2,58.70302635,-111.1983039,1653.849847,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,16:09:04,16:16:39,-6,0.280000001,13.89999962,BT,Right,2,1,9.47,10,8,1,1,,,,VB,,,,280.442,2694.491211,0.618,0.952,1.540453074,77.4,,,2,58.70309536,-111.1993686,1665.582925,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,16:48:53,16:54:06,-6,0.280000001,13.89999962,BT,Right,2,1,8.47,10,5,1,1,,,,VB,,,,282.034,2751.02417,0.592,0.914,1.543918919,75.1,,,2,58.81607753,-111.2805761,1627.3212,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,16:54:10,16:59:46,-6,0.280000001,13.89999962,BT,Left,2,1,8.2,5,8,1,1,,,,VB,,,,275.812,2848.180664,0.571,0.831,1.455341506,75.7,,,2,58.81622735,-111.2807868,1625.016673,
2.01908E+13,,MC15-1,1,Discharge,EE,Roberts new boat,8/15/2019,16:59:58,17:07:35,-6,0.280000001,13.89999962,BT,Right,2,1,8.17,8,6,1,1,,,,VB,,,,287.648,2783.141846,0.586,0.705,1.203071672,75.7,,,2,58.81676547,-111.280981,1629.920435,
